month,country,stock_code,description,total_quantity,total_revenue,num_transactions,num_customers
2011-09,Norway,22949,36 DOILIES DOLLY GIRL,12,17.4,1,0
2011-09,Norway,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,13.2,1,0
2011-09,Norway,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,6,12.6,1,0
2011-09,Norway,22979,PANTRY WASHING UP BRUSH,12,17.4,1,0
2011-09,Norway,22980,PANTRY SCRUBBING BRUSH,12,19.8,1,0
2011-09,Norway,22993,SET OF 4 PANTRY JELLY MOULDS,12,15,1,0
2011-09,Norway,22994,TRAVEL CARD WALLET RETROSPOT,24,10.08,1,0
2011-09,Norway,22998,TRAVEL CARD WALLET KEEP CALM,24,10.08,1,0
2011-09,Norway,23002,TRAVEL CARD WALLET SKULLS,24,10.08,1,0
2011-09,Norway,23004,TRAVEL CARD WALLET PANTRY,24,10.08,1,0
2011-09,Norway,23027,DRAWER KNOB VINTAGE GLASS HEXAGON,12,24.96,1,0
2011-09,Norway,23028,DRAWER KNOB CRACKLE GLAZE BLUE,12,19.8,1,0
2011-09,Norway,23032,DRAWER KNOB CRACKLE GLAZE IVORY,12,19.8,1,0
2011-09,Norway,23034,DRAWER KNOB CERAMIC BLACK,12,17.4,1,0
2011-09,Norway,23073,GEORGIAN TRINKET BOX,2,25,1,0
2011-09,Norway,23074,EMBOSSED HEART TRINKET BOX,6,12.48,1,0
2011-09,Norway,23118,PARISIENNE JEWELLERY DRAWER,10,75,2,0
2011-09,Norway,23176,ABC TREASURE BOOK BOX,8,18,1,0
2011-09,Norway,23187,FRENCH STYLE STORAGE JAR BONBONS,48,13.92,1,0
2011-09,Norway,23198,PANTRY MAGNETIC  SHOPPING LIST,12,17.4,1,0
2011-09,Norway,23234,BISCUIT TIN VINTAGE CHRISTMAS,12,34.68,1,0
2011-09,Norway,23236,STORAGE TIN VINTAGE DOILY,6,17.34,1,0
2011-09,Norway,23240,SET OF 4 KNICK KNACK TINS DOILY,6,24.9,1,0
2011-09,Norway,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,36,159,3,0
2011-09,Norway,23245,SET OF 3 REGENCY CAKE TINS,8,39.6,2,0
2011-09,Norway,23247,BISCUIT TIN 50'S CHRISTMAS,12,34.68,1,0
2011-09,Norway,23285,PINK VINTAGE SPOT BEAKER,16,13.6,1,0
2011-09,Norway,23286,BLUE VINTAGE SPOT BEAKER,16,13.6,1,0
2011-09,Norway,23287,RED VINTAGE SPOT BEAKER,16,13.6,1,0
2011-09,Norway,23288,GREEN VINTAGE SPOT BEAKER,16,13.6,1,0
2011-09,Norway,23298,SPOTTY BUNTING,12,59.4,2,0
2011-09,Norway,23307,SET OF 60 PANTRY DESIGN CAKE CASES,120,50.4,1,0
2011-09,Norway,23308,SET OF 60 VINTAGE LEAF CAKE CASES,24,13.2,1,0
2011-09,Norway,23309,SET OF 60 I LOVE LONDON CAKE CASES,24,13.2,1,0
2011-09,Norway,23355,HOT WATER BOTTLE KEEP CALM,8,39.6,1,0
2011-09,Norway,23394,POSTE FRANCE CUSHION COVER,4,15,1,0
2011-09,Norway,23413,VINTAGE COFFEE GRINDER BOX,6,29.7,1,0
2011-09,Norway,35637A,IVORY STRING CURTAIN WITH POLE,12,23.4,1,0
2011-09,Norway,35637C,PINK STRING CURTAIN WITH POLE,6,11.7,1,0
2011-09,Norway,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,15,1,0
2011-09,Norway,37500,TEA TIME TEAPOT IN GIFT BOX,12,59.4,1,0
2011-09,Norway,47566,PARTY BUNTING,8,39.6,1,0
2011-09,Norway,47590A,BLUE HAPPY BIRTHDAY BUNTING,9,49.05,1,0
2011-09,Norway,47590B,PINK HAPPY BIRTHDAY BUNTING,9,49.05,1,0
2011-09,Norway,72232,FENG SHUI PILLAR CANDLE,48,9.12,1,0
2011-09,Norway,82581,TOILET METAL SIGN,12,6.6,1,0
2011-09,Norway,82600,NO SINGING METAL SIGN,12,25.2,1,0
2011-09,Norway,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,31.6,1,0
2011-09,Norway,84510A,SET OF 4 ENGLISH ROSE COASTERS,10,12.5,1,0
2011-09,Norway,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,16,10.4,1,0
2011-09,Norway,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,16,6.72,1,0
2011-09,Norway,84596F,SMALL MARSHMALLOWS PINK BOWL,16,6.72,1,0
2011-09,Norway,84600,NEW BAROQUE JEWELLERY BOX,2,15.9,1,0
2011-09,Norway,84991,60 TEATIME FAIRY CAKE CASES,120,50.4,1,0
2011-09,Norway,84992,72 SWEETHEART FAIRY CAKE CASES,24,13.2,1,0
2011-09,Norway,84997A,CHILDRENS CUTLERY POLKADOT GREEN,72,270,1,0
2011-09,Norway,84997B,CHILDRENS CUTLERY RETROSPOT RED,72,270,1,0
2011-09,Norway,84997C,CHILDRENS CUTLERY POLKADOT BLUE,72,270,1,0
2011-09,Norway,84997D,CHILDRENS CUTLERY POLKADOT PINK,72,270,1,0
2011-09,Norway,85014A,BLACK/BLUE POLKADOT UMBRELLA,12,71.4,1,0
2011-09,Norway,85099B,JUMBO BAG RED RETROSPOT,100,179,1,0
2011-09,Norway,POST,POSTAGE,7,280,4,0
2011-09,Poland,15056BL,EDWARDIAN PARASOL BLACK,3,17.85,1,0
2011-09,Poland,16016,LARGE CHINESE STYLE SCISSOR,20,17,1,0
2011-09,Poland,20836,FRENCH PAISLEY CUSHION COVER,12,9.96,1,0
2011-09,Poland,20839,FRENCH PAISLEY CUSHION COVER,12,10.2,1,0
2011-09,Poland,21277,FRENCH STYLE EMBOSSED HEART CABINET,1,21.95,1,0
2011-09,Poland,22077,6 RIBBONS RUSTIC CHARM,12,19.8,1,0
2011-09,Poland,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,23.6,1,0
2011-09,Poland,22176,BLUE OWL SOFT TOY,6,17.7,1,0
2011-09,Poland,22342,HOME GARLAND PAINTED ZINC,24,18,1,0
2011-09,Poland,22366,DOORMAT AIRMAIL,2,15.9,1,0
2011-09,Poland,22377,BOTTLE BAG RETROSPOT,5,10.5,1,0
2011-09,Poland,22494,EMERGENCY FIRST AID TIN,12,15,1,0
2011-09,Poland,22567,20 DOLLY PEGS RETROSPOT,12,17.4,1,0
2011-09,Poland,22624,IVORY KITCHEN SCALES,2,17,1,0
2011-09,Poland,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,14.85,1,0
2011-09,Poland,22761,CHEST 7 DRAWER MA CAMPAGNE,1,24.95,1,0
2011-09,Poland,22781,GUMBALL MAGAZINE RACK,2,15.3,1,0
2011-09,Poland,22847,BREAD BIN DINER STYLE IVORY,1,16.95,1,0
2011-09,Poland,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,16.5,1,0
2011-09,Poland,23054,RECYCLED ACAPULCO MAT LAVENDER,2,16.5,1,0
2011-09,Poland,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,11.4,1,0
2011-09,Poland,23198,PANTRY MAGNETIC  SHOPPING LIST,24,34.8,1,0
2011-09,Poland,23263,SET OF 3 WOODEN HEART DECORATIONS,12,15,1,0
2011-09,Poland,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,12,15,1,0
2011-09,Poland,23265,SET OF 3 WOODEN TREE DECORATIONS,12,15,1,0
2011-09,Poland,23266,SET OF 3 WOODEN STOCKING DECORATION,12,15,1,0
2011-09,Poland,35810A,ENAMEL PINK COFFEE CONTAINER,12,9.96,1,0
2011-09,Poland,35970,ZINC FOLKART SLEIGH BELLS,12,20.28,1,0
2011-09,Poland,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,15.9,1,0
2011-09,Poland,POST,POSTAGE,1,40,1,0
2011-09,Portugal,16156S,WRAP PINK FAIRY CAKES,25,10.5,1,0
2011-09,Portugal,20723,STRAWBERRY CHARLOTTE BAG,10,8.5,1,0
2011-09,Portugal,20724,RED RETROSPOT CHARLOTTE BAG,10,8.5,1,0
2011-09,Portugal,20725,LUNCH BAG RED RETROSPOT,10,16.5,1,0
2011-09,Portugal,20728,LUNCH BAG CARS BLUE,10,16.5,1,0
2011-09,Portugal,20751,FUNKY WASHING UP GLOVES ASSORTED,12,25.2,1,0
2011-09,Portugal,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,24,70.8,1,0
2011-09,Portugal,21154,RED RETROSPOT OVEN GLOVE,10,12.5,1,0
2011-09,Portugal,21155,RED RETROSPOT PEG BAG,6,15.3,1,0
2011-09,Portugal,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,17.4,1,0
2011-09,Portugal,21212,PACK OF 72 RETROSPOT CAKE CASES,24,13.2,1,0
2011-09,Portugal,21288,STRIPEY CHOCOLATE NESTING BOXES,6,17.7,1,0
2011-09,Portugal,21292,SMALL STRIPES CHOCOLATE GIFT BAG,16,13.6,1,0
2011-09,Portugal,21932,SCANDINAVIAN PAISLEY PICNIC BAG,10,16.5,1,0
2011-09,Portugal,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,16.5,1,0
2011-09,Portugal,21947,SET OF 6 HEART CHOPSTICKS,12,15,1,0
2011-09,Portugal,22138,BAKING SET 9 PIECE RETROSPOT,3,14.85,1,0
2011-09,Portugal,22139,RETROSPOT TEA SET CERAMIC 11 PC,3,14.85,1,0
2011-09,Portugal,22178,VICTORIAN GLASS HANGING T-LIGHT,6,11.7,1,0
2011-09,Portugal,22215,CAKE STAND WHITE TWO TIER LACE,2,17,1,0
2011-09,Portugal,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,19.8,1,0
2011-09,Portugal,22352,LUNCH BOX WITH CUTLERY RETROSPOT,6,15.3,1,0
2011-09,Portugal,22383,LUNCH BAG SUKI DESIGN,10,16.5,1,0
2011-09,Portugal,22469,HEART OF WICKER SMALL,12,19.8,1,0
2011-09,Portugal,22471,TV DINNER TRAY AIR HOSTESS,3,14.85,1,0
2011-09,Portugal,22485,SET OF 2 WOODEN MARKET CRATES,2,25.5,1,0
2011-09,Portugal,22555,PLASTERS IN TIN STRONGMAN,12,19.8,1,0
2011-09,Portugal,22557,PLASTERS IN TIN VINTAGE PAISLEY,12,19.8,1,0
2011-09,Portugal,22558,CLOTHES PEGS RETROSPOT PACK 24,12,19.8,1,0
2011-09,Portugal,22567,20 DOLLY PEGS RETROSPOT,12,17.4,1,0
2011-09,Portugal,22574,HEART WOODEN CHRISTMAS DECORATION,12,10.2,1,0
2011-09,Portugal,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,12,10.2,1,0
2011-09,Portugal,22628,PICNIC BOXES SET OF 3 RETROSPOT,4,19.8,1,0
2011-09,Portugal,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,17.4,1,0
2011-09,Portugal,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,14.85,1,0
2011-09,Portugal,22812,PACK 3 BOXES CHRISTMAS PANNETONE,12,23.4,1,0
2011-09,Portugal,22851,SET 20 NAPKINS FAIRY CAKES DESIGN,12,10.2,1,0
2011-09,Portugal,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,10.2,1,0
2011-09,Portugal,22945,CHRISTMAS METAL TAGS ASSORTED,12,10.2,1,0
2011-09,Portugal,22961,JAM MAKING SET PRINTED,12,17.4,1,0
2011-09,Portugal,23076,ICE CREAM SUNDAE LIP GLOSS,48,60,1,0
2011-09,Portugal,23077,DOUGHNUT LIP GLOSS,40,50,1,0
2011-09,Portugal,23078,ICE CREAM PEN LIP GLOSS,72,90,2,0
2011-09,Portugal,23109,PACK OF SIX LED TEA LIGHTS,6,17.34,1,0
2011-09,Portugal,23129,HEART SHAPED HOLLY WREATH,4,16.6,1,0
2011-09,Portugal,23154,SET OF 4 JAM JAR MAGNETS,12,24.96,1,0
2011-09,Portugal,23189,SET OF 12 FORK CANDLES,6,17.34,1,0
2011-09,Portugal,23204,CHARLOTTE BAG APPLES DESIGN,10,8.5,1,0
2011-09,Portugal,23211,RED ROCKING HORSE HAND PAINTED,24,30,1,0
2011-09,Portugal,23245,SET OF 3 REGENCY CAKE TINS,4,19.8,1,0
2011-09,Portugal,23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,32,26.56,1,0
2011-09,Portugal,23318,BOX OF 6 MINI VINTAGE CRACKERS,6,14.94,1,0
2011-09,Portugal,23319,BOX OF 6 MINI 50'S CRACKERS,6,14.94,1,0
2011-09,Portugal,23320,GIANT 50'S CHRISTMAS CRACKER,12,34.68,1,0
2011-09,Portugal,23436,VINTAGE CHRISTMAS GIFT BAG LARGE,12,15,1,0
2011-09,Portugal,23437,50'S CHRISTMAS GIFT BAG LARGE,12,15,1,0
2011-09,Portugal,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,24,10.08,1,0
2011-09,Portugal,47504K,ENGLISH ROSE GARDEN SECATEURS,24,18.96,1,0
2011-09,Portugal,47559B,TEA TIME OVEN GLOVE,10,12.5,1,0
2011-09,Portugal,47567B,TEA TIME KITCHEN APRON,3,17.85,1,0
2011-09,Portugal,47580,TEA TIME DES TEA COSY,6,15.3,1,0
2011-09,Portugal,47585A,PINK FAIRY CAKE CUSHION COVER,4,15,1,0
2011-09,Portugal,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,15.6,1,0
2011-09,Portugal,47599A,PINK PARTY BAGS,6,12.6,1,0
2011-09,Portugal,72741,GRAND CHOCOLATECANDLE,9,13.05,1,0
2011-09,Portugal,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6,15.3,1,0
2011-09,Portugal,84509G,SET OF 4 FAIRY CAKE PLACEMATS,4,15,1,0
2011-09,Portugal,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,16,10.4,1,0
2011-09,Portugal,84879,ASSORTED COLOUR BIRD ORNAMENT,8,13.52,1,0
2011-09,Portugal,84987,SET OF 36 TEATIME PAPER DOILIES,12,17.4,1,0
2011-09,Portugal,84991,60 TEATIME FAIRY CAKE CASES,24,13.2,1,0
2011-09,Portugal,85099F,JUMBO BAG STRAWBERRY,10,20.8,1,0
2011-09,Portugal,POST,POSTAGE,2,56,1,0
2011-09,Spain,15056N,EDWARDIAN PARASOL NATURAL,3,17.85,1,0
2011-09,Spain,15060B,FAIRY CAKE DESIGN UMBRELLA,4,15,1,0
2011-09,Spain,16161P,WRAP ENGLISH ROSE,25,10.5,1,0
2011-09,Spain,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,19.5,1,0
2011-09,Spain,20685,DOORMAT RED RETROSPOT,2,16.5,1,0
2011-09,Spain,20712,JUMBO BAG WOODLAND ANIMALS,10,20.8,1,0
2011-09,Spain,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,15,1,0
2011-09,Spain,20977,36 PENCILS TUBE WOODLAND,16,20,1,0
2011-09,Spain,20979,36 PENCILS TUBE RED RETROSPOT,16,20,1,0
2011-09,Spain,21058,PARTY INVITES WOODLAND,12,10.2,1,0
2011-09,Spain,21059,PARTY INVITES DINOSAURS,12,10.2,1,0
2011-09,Spain,21060,PARTY INVITES BALLOON GIRL,12,10.2,1,0
2011-09,Spain,21062,PARTY INVITES SPACEMAN,12,10.2,1,0
2011-09,Spain,21063,PARTY INVITES JAZZ HEARTS,12,10.2,1,0
2011-09,Spain,21084,SET/6 COLLAGE PAPER CUPS,24,4.56,1,0
2011-09,Spain,21090,SET/6 COLLAGE PAPER PLATES,12,4.68,1,0
2011-09,Spain,21121,SET/10 RED POLKADOT PARTY CANDLES,24,30,1,0
2011-09,Spain,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,30,1,0
2011-09,Spain,21126,SET OF 6 GIRLS CELEBRATION CANDLES,12,15,1,0
2011-09,Spain,21156,RETROSPOT CHILDRENS APRON,8,15.6,1,0
2011-09,Spain,21164,HOME SWEET HOME METAL SIGN,6,17.7,1,0
2011-09,Spain,21172,PARTY METAL SIGN,24,34.8,2,0
2011-09,Spain,21210,SET OF 72 RETROSPOT PAPER  DOILIES,24,34.8,2,0
2011-09,Spain,21211,SET OF 72 SKULL PAPER  DOILIES,12,17.4,1,0
2011-09,Spain,21212,PACK OF 72 RETROSPOT CAKE CASES,48,26.4,2,0
2011-09,Spain,21213,PACK OF 72 SKULL CAKE CASES,48,26.4,2,0
2011-09,Spain,21215,IVORY PAPER CUP CAKE CASES,24,13.2,1,0
2011-09,Spain,21249,WOODLAND  HEIGHT CHART STICKERS,6,17.7,1,0
2011-09,Spain,21328,BALLOONS  WRITING SET,12,19.8,1,0
2011-09,Spain,21329,DINOSAURS  WRITING SET,12,19.8,1,0
2011-09,Spain,21380,WOODEN HAPPY BIRTHDAY GARLAND,6,17.7,1,0
2011-09,Spain,21407,BROWN CHECK CAT DOORSTOP,3,12.75,1,0
2011-09,Spain,21429,RED GINGHAM ROSE JEWELLERY BOX,8,15.6,1,0
2011-09,Spain,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,15,1,0
2011-09,Spain,21442,GREEN BIRDHOUSE DECORATION,12,10.2,1,0
2011-09,Spain,21523,DOORMAT FANCY FONT HOME SWEET HOME,4,33,2,0
2011-09,Spain,21524,DOORMAT SPOTTY HOME SWEET HOME,6,49.5,3,0
2011-09,Spain,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,15.3,1,0
2011-09,Spain,21625,VINTAGE UNION JACK APRON,3,20.85,1,0
2011-09,Spain,21668,RED STRIPE CERAMIC DRAWER KNOB,12,17.4,1,0
2011-09,Spain,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,17.4,1,0
2011-09,Spain,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,17.4,1,0
2011-09,Spain,21671,RED SPOT CERAMIC DRAWER KNOB,12,17.4,1,0
2011-09,Spain,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,17.4,1,0
2011-09,Spain,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,17.4,1,0
2011-09,Spain,21754,HOME BUILDING BLOCK WORD,9,56.25,1,0
2011-09,Spain,21770,OPEN CLOSED METAL SIGN,8,39.6,1,0
2011-09,Spain,21877,HOME SWEET HOME MUG,12,19.8,1,0
2011-09,Spain,21880,RED RETROSPOT TAPE,12,7.8,1,0
2011-09,Spain,21974,SET OF 36 PAISLEY FLOWER DOILIES,24,34.8,1,0
2011-09,Spain,21975,PACK OF 60 DINOSAUR CAKE CASES,24,13.2,1,0
2011-09,Spain,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,13.2,1,0
2011-09,Spain,21981,PACK OF 12 WOODLAND TISSUES,24,9.36,1,0
2011-09,Spain,21984,PACK OF 12 PINK PAISLEY TISSUES,24,9.36,1,0
2011-09,Spain,22028,PENNY FARTHING BIRTHDAY CARD,12,5.04,1,0
2011-09,Spain,22037,ROBOT BIRTHDAY CARD,12,5.04,1,0
2011-09,Spain,22077,6 RIBBONS RUSTIC CHARM,24,46.8,2,0
2011-09,Spain,22079,RIBBON REEL HEARTS DESIGN,10,16.5,1,0
2011-09,Spain,22083,PAPER CHAIN KIT RETROSPOT,6,17.7,1,0
2011-09,Spain,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,17.7,1,0
2011-09,Spain,22096,PINK PAISLEY SQUARE TISSUE BOX,36,14.04,1,0
2011-09,Spain,22139,RETROSPOT TEA SET CERAMIC 11 PC,9,44.55,2,0
2011-09,Spain,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,12.6,1,0
2011-09,Spain,22142,CHRISTMAS CRAFT WHITE FAIRY,12,17.4,1,0
2011-09,Spain,22144,CHRISTMAS CRAFT LITTLE FRIENDS,18,37.8,2,0
2011-09,Spain,22149,FELTCRAFT 6 FLOWER FRIENDS,6,12.6,1,0
2011-09,Spain,22150,3 STRIPEY MICE FELTCRAFT,6,11.7,1,0
2011-09,Spain,22176,BLUE OWL SOFT TOY,12,35.4,1,0
2011-09,Spain,22195,LARGE HEART MEASURING SPOONS,12,19.8,1,0
2011-09,Spain,22197,POPCORN HOLDER,12,10.2,1,0
2011-09,Spain,22210,WOOD STAMP SET BEST WISHES,12,9.96,1,0
2011-09,Spain,22212,FOUR HOOK  WHITE LOVEBIRDS,6,12.6,1,0
2011-09,Spain,22215,CAKE STAND WHITE TWO TIER LACE,6,51,2,0
2011-09,Spain,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,2,19.9,1,0
2011-09,Spain,22221,CAKE STAND LOVEBIRD 2 TIER PINK,2,19.9,1,0
2011-09,Spain,22222,CAKE PLATE LOVEBIRD WHITE,3,14.85,1,0
2011-09,Spain,22223,CAKE PLATE LOVEBIRD PINK,3,14.85,1,0
2011-09,Spain,22273,FELTCRAFT DOLL MOLLY,6,17.7,1,0
2011-09,Spain,22326,ROUND SNACK BOXES SET OF4 WOODLAND,18,53.1,3,0
2011-09,Spain,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,19.8,1,0
2011-09,Spain,22344,PARTY PIZZA DISH PINK POLKADOT,12,10.2,1,0
2011-09,Spain,22383,LUNCH BAG SUKI DESIGN,10,16.5,1,0
2011-09,Spain,22384,LUNCH BAG PINK POLKADOT,10,16.5,1,0
2011-09,Spain,22389,PAPERWEIGHT SAVE THE PLANET,6,15.3,1,0
2011-09,Spain,22390,PAPERWEIGHT CHILDHOOD MEMORIES,6,15.3,1,0
2011-09,Spain,22398,MAGNETS PACK OF 4 SWALLOWS,12,4.68,1,0
2011-09,Spain,22416,SET OF 36 DOILIES SPACEBOY DESIGN,12,17.4,1,0
2011-09,Spain,22417,PACK OF 60 SPACEBOY CAKE CASES,24,13.2,1,0
2011-09,Spain,22423,REGENCY CAKESTAND 3 TIER,17,187.95,2,0
2011-09,Spain,22487,WHITE WOOD GARDEN PLANT LADDER,1,9.95,1,0
2011-09,Spain,22497,SET OF 2 TINS VINTAGE BATHROOM,4,17,1,0
2011-09,Spain,22505,MEMO BOARD COTTAGE DESIGN,4,19.8,1,0
2011-09,Spain,22550,HOLIDAY FUN LUDO,4,15,1,0
2011-09,Spain,22553,PLASTERS IN TIN SKULLS,24,39.6,1,0
2011-09,Spain,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,19.8,1,0
2011-09,Spain,22555,PLASTERS IN TIN STRONGMAN,12,19.8,1,0
2011-09,Spain,22556,PLASTERS IN TIN CIRCUS PARADE,24,39.6,1,0
2011-09,Spain,22563,HAPPY STENCIL CRAFT,12,15,1,0
2011-09,Spain,22571,ROCKING HORSE RED CHRISTMAS,12,10.2,1,0
2011-09,Spain,22573,STAR WOODEN CHRISTMAS DECORATION,12,10.2,1,0
2011-09,Spain,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,12,10.2,1,0
2011-09,Spain,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,12,10.2,1,0
2011-09,Spain,22583,PACK OF 6 HANDBAG GIFT BOXES,6,15.3,1,0
2011-09,Spain,22585,PACK OF 6 BIRDY GIFT TAGS,24,30,1,0
2011-09,Spain,22593,CHRISTMAS GINGHAM STAR,12,10.2,1,0
2011-09,Spain,22601,CHRISTMAS RETROSPOT ANGEL WOOD,12,10.2,1,0
2011-09,Spain,22613,PACK OF 20 SPACEBOY NAPKINS,12,10.2,1,0
2011-09,Spain,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,23.9,1,0
2011-09,Spain,22630,DOLLY GIRL LUNCH BOX,12,23.4,1,0
2011-09,Spain,22631,CIRCUS PARADE LUNCH BOX,12,23.4,1,0
2011-09,Spain,22652,TRAVEL SEWING KIT,10,16.5,1,0
2011-09,Spain,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,8.5,1,0
2011-09,Spain,22668,PINK BABY BUNTING,5,14.75,1,0
2011-09,Spain,22691,DOORMAT WELCOME SUNRISE,2,16.5,1,0
2011-09,Spain,22692,DOORMAT WELCOME TO OUR HOME,2,16.5,1,0
2011-09,Spain,22697,GREEN REGENCY TEACUP AND SAUCER,6,17.7,1,0
2011-09,Spain,22698,PINK REGENCY TEACUP AND SAUCER,6,17.7,1,0
2011-09,Spain,22699,ROSES REGENCY TEACUP AND SAUCER,6,17.7,1,0
2011-09,Spain,22708,WRAP DOLLY GIRL,25,10.5,1,0
2011-09,Spain,22712,CARD DOLLY GIRL,12,5.04,1,0
2011-09,Spain,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,15,1,0
2011-09,Spain,22727,ALARM CLOCK BAKELIKE RED,4,15,1,0
2011-09,Spain,22741,FUNKY DIVA PEN,48,40.8,1,0
2011-09,Spain,22742,MAKE YOUR OWN PLAYTIME CARD KIT,6,17.7,1,0
2011-09,Spain,22744,MAKE YOUR OWN MONSOON CARD KIT,6,17.7,1,0
2011-09,Spain,22745,POPPY'S PLAYHOUSE BEDROOM,6,12.6,1,0
2011-09,Spain,22748,POPPY'S PLAYHOUSE KITCHEN,6,12.6,1,0
2011-09,Spain,22750,FELTCRAFT PRINCESS LOLA DOLL,4,15,1,0
2011-09,Spain,22799,SWEETHEART WIRE FRUIT BOWL,2,17,1,0
2011-09,Spain,22815,CARD PSYCHEDELIC APPLES,12,5.04,1,0
2011-09,Spain,22846,BREAD BIN DINER STYLE RED,3,50.85,2,0
2011-09,Spain,22847,BREAD BIN DINER STYLE IVORY,1,16.95,1,0
2011-09,Spain,22848,BREAD BIN DINER STYLE PINK,1,16.95,1,0
2011-09,Spain,22863,SOAP DISH BROCANTE,8,23.6,1,0
2011-09,Spain,22922,FRIDGE MAGNETS US DINER ASSORTED,24,20.4,1,0
2011-09,Spain,22939,ADULT APRON APPLE DELIGHT,4,19.8,1,0
2011-09,Spain,22940,FELTCRAFT CHRISTMAS FAIRY,4,17,1,0
2011-09,Spain,22949,36 DOILIES DOLLY GIRL,12,17.4,1,0
2011-09,Spain,22960,JAM MAKING SET WITH JARS,6,25.5,1,0
2011-09,Spain,22961,JAM MAKING SET PRINTED,12,17.4,1,0
2011-09,Spain,22969,HOMEMADE JAM SCENTED CANDLES,24,34.8,1,0
2011-09,Spain,22983,CARD BILLBOARD FONT,12,5.04,1,0
2011-09,Spain,22984,CARD GINGHAM ROSE,12,5.04,1,0
2011-09,Spain,22990,COTTON APRON PANTRY DESIGN,2,9.9,1,0
2011-09,Spain,23076,ICE CREAM SUNDAE LIP GLOSS,24,30,1,0
2011-09,Spain,23079,TOADSTOOL BEDSIDE LIGHT,2,17.9,1,0
2011-09,Spain,23080,RED METAL BOX TOP SECRET,2,16.5,1,0
2011-09,Spain,23081,GREEN METAL BOX ARMY SUPPLIES,2,16.5,1,0
2011-09,Spain,23108,SET OF 10 LED DOLLY LIGHTS,2,12.5,1,0
2011-09,Spain,23111,PARISIENNE SEWING BOX,4,50,1,0
2011-09,Spain,23118,PARISIENNE JEWELLERY DRAWER,2,15,1,0
2011-09,Spain,23154,SET OF 4 JAM JAR MAGNETS,24,49.92,2,0
2011-09,Spain,23156,SET OF 5 MINI GROCERY MAGNETS,12,24.96,1,0
2011-09,Spain,23158,SET OF 5 LUCKY CAT MAGNETS,12,24.96,1,0
2011-09,Spain,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,24,34.8,1,0
2011-09,Spain,23198,PANTRY MAGNETIC  SHOPPING LIST,12,17.4,1,0
2011-09,Spain,23203,JUMBO BAG VINTAGE DOILY,10,20.8,1,0
2011-09,Spain,23213,STAR WREATH DECORATION WITH BELL,12,15,1,0
2011-09,Spain,23231,WRAP  VINTAGE DOILY,25,10.5,1,0
2011-09,Spain,23240,SET OF 4 KNICK KNACK TINS DOILY,12,49.8,1,0
2011-09,Spain,23241,TREASURE TIN GYMKHANA DESIGN,12,24.96,1,0
2011-09,Spain,23242,TREASURE TIN BUFFALO BILL,12,24.96,1,0
