begin_date,state,cz_name,event_type,magnitude,magnitude_type,injuries,deaths,property_damage,crop_damage,tor_f_scale
2024-07-12,MONTANA,VALLEY,Hail,1.75,,0,0,0,0,
2024-06-02,TEXAS,PECOS,Hail,1.75,,0,0,0,0,
2024-06-19,TEXAS,ARANSAS,Flash Flood,0,,0,0,0,0,
2024-06-28,TEXAS,INLAND KLEBERG COUNTY,Excessive Heat,0,,0,0,0,0,
2024-06-28,TEXAS,INLAND NUECES COUNTY,Heat,0,,0,0,0,0,
2024-06-28,TEXAS,JIM WELLS,Heat,0,,0,0,0,0,
2024-06-28,TEXAS,INLAND SAN PATRICIO COUNTY,Excessive Heat,0,,0,0,0,0,
2024-06-29,TEXAS,JIM WELLS,Heat,0,,0,0,0,0,
2024-06-29,TEXAS,COASTAL ARANSAS COUNTY,Heat,0,,0,0,0,0,
2024-06-19,TEXAS,ARANSAS,Heavy Rain,0,,0,0,0,0,
2024-07-01,NEBRASKA,ADAMS,Thunderstorm Wind,51,MG,0,0,0,0,
2024-07-01,TEXAS,SAN AUGUSTINE,Excessive Heat,0,,0,0,0,0,
2024-07-01,TEXAS,SABINE,Excessive Heat,0,,0,0,0,0,
2024-07-01,TEXAS,RED RIVER,Excessive Heat,0,,0,0,0,0,
2024-06-12,MINNESOTA,ST. LOUIS,Hail,1.25,,0,0,0,0,
2024-06-12,MINNESOTA,ST. LOUIS,Hail,1.75,,0,0,0,0,
2024-06-12,MINNESOTA,AITKIN,Hail,1.75,,0,0,0,0,
2024-07-26,LOUISIANA,NATCHITOCHES,Flash Flood,0,,0,0,0,0,
2024-07-26,LOUISIANA,NATCHITOCHES,Flash Flood,0,,0,0,0,0,
2024-07-15,TEXAS,CASS,Heat,0,,0,0,0,0,
2024-07-15,TEXAS,CHEROKEE,Heat,0,,0,0,0,0,
2024-07-08,ARKANSAS,LAFAYETTE,Tornado,0,,0,0,0,0,EF0
2024-07-30,KENTUCKY,LYON,Heat,0,,0,0,0,0,
2024-07-30,KENTUCKY,CRITTENDEN,Heat,0,,0,0,0,0,
2024-07-30,KENTUCKY,MUHLENBERG,Heat,0,,0,0,0,0,
2024-07-08,ARKANSAS,LAFAYETTE,Tornado,0,,0,0,55000,0,EF1
2024-07-30,KENTUCKY,DAVIESS,Heat,0,,0,0,0,0,
2024-07-30,INDIANA,PIKE,Thunderstorm Wind,56,EG,0,0,2000,0,
2024-07-30,INDIANA,PIKE,Thunderstorm Wind,56,EG,0,0,2000,0,
2024-07-30,TEXAS,RED RIVER,Heat,0,,0,0,0,0,
2024-07-30,TEXAS,TITUS,Heat,0,,0,0,0,0,
2024-07-30,TEXAS,CAMP,Heat,0,,0,0,0,0,
2024-07-30,TEXAS,CHEROKEE,Heat,0,,0,0,0,0,
2024-07-30,TEXAS,GREGG,Heat,0,,0,0,0,0,
2024-07-08,TEXAS,PANOLA,Tornado,0,,0,0,0,0,EF1
2024-07-08,TEXAS,SHELBY,Tornado,0,,0,0,0,0,EF1
2024-07-08,TEXAS,NACOGDOCHES,Tropical Storm,0,,0,0,0,0,
2024-07-08,TEXAS,CHEROKEE,Tropical Storm,0,,0,0,0,0,
2024-07-15,TEXAS,CAMP,Heat,0,,0,0,0,0,
2024-07-08,TEXAS,SHELBY,Tornado,0,,0,0,30000,0,EF1
2024-07-03,KENTUCKY,BALLARD,Excessive Heat,0,,0,0,0,0,
2024-07-03,ILLINOIS,ALEXANDER,Excessive Heat,0,,0,0,0,0,
2024-07-03,INDIANA,GIBSON,Heat,0,,0,0,0,0,
2024-07-03,INDIANA,PIKE,Heat,0,,0,0,0,0,
2024-07-03,INDIANA,POSEY,Heat,0,,0,0,0,0,
2024-07-14,MISSOURI,STODDARD,Heat,0,,0,0,0,0,
2024-07-15,MISSOURI,SCOTT,Excessive Heat,0,,0,0,0,0,
2024-07-31,ILLINOIS,WABASH,Heat,0,,0,0,0,0,
2024-07-30,ILLINOIS,EDWARDS,Heat,0,,0,0,0,0,
2024-07-30,ILLINOIS,JACKSON,Heat,0,,0,0,0,0,
2024-07-30,ILLINOIS,WHITE,Excessive Heat,0,,0,0,0,0,
2024-07-03,KENTUCKY,LIVINGSTON,Heat,0,,0,0,0,0,
2024-07-29,ILLINOIS,WILLIAMSON,Excessive Heat,0,,0,0,0,0,
2024-07-29,ILLINOIS,SALINE,Excessive Heat,0,,0,0,0,0,
2024-07-29,ILLINOIS,GALLATIN,Excessive Heat,0,,0,0,0,0,
2024-07-29,ILLINOIS,JEFFERSON,Excessive Heat,0,,0,0,0,0,
2024-07-31,INDIANA,GIBSON,Heat,0,,0,0,0,0,
2024-07-03,KENTUCKY,TODD,Heat,0,,0,0,0,0,
2024-07-03,KENTUCKY,MUHLENBERG,Heat,0,,0,0,0,0,
2024-07-31,KENTUCKY,MCCRACKEN,Heat,0,,0,0,0,0,
2024-07-30,KENTUCKY,HENDERSON,Heat,0,,0,0,0,0,
2024-07-30,KENTUCKY,GRAVES,Excessive Heat,0,,0,0,0,0,
2024-07-03,MISSOURI,MISSISSIPPI,Excessive Heat,0,,0,0,0,0,
2024-07-03,MISSOURI,SCOTT,Excessive Heat,0,,0,0,0,0,
2024-07-15,ILLINOIS,MASSAC,Heat,0,,0,0,0,0,
2024-07-29,MISSOURI,CAPE GIRARDEAU,Excessive Heat,0,,0,0,0,0,
2024-07-29,MISSOURI,BUTLER,Excessive Heat,0,,0,0,0,0,
2024-07-29,MISSOURI,SCOTT,Excessive Heat,0,,0,0,0,0,
2024-07-03,ILLINOIS,JOHNSON,Heat,0,,0,0,0,0,
2024-07-03,ILLINOIS,POPE,Heat,0,,0,0,0,0,
2024-07-04,ILLINOIS,WILLIAMSON,Excessive Heat,0,,0,0,0,0,
2024-07-04,ILLINOIS,UNION,Excessive Heat,0,,0,0,0,0,
2024-05-29,GULF OF MEXICO,COASTAL WATERS FROM CAMERON LA TO HIGH ISLAND TX OUT 20 NM,Marine Thunderstorm Wind,36,MG,0,0,0,0,
2024-08-19,ATLANTIC SOUTH,FERNANDINA BEACH TO ST AUGUSTINE FL OUT 20NM,Marine Thunderstorm Wind,36,MG,0,0,0,0,
2024-08-05,GEORGIA,EVANS,Flash Flood,0,,0,0,0,0,
2024-11-04,NEW MEXICO,JOHNSON AND BARTLETT MESAS INCLUDING RATON PASS,Heavy Snow,0,,0,0,0,0,
2024-11-16,NEW MEXICO,CHAVES COUNTY PLAINS,Dust Storm,0,,0,0,0,0,
2024-11-16,NEW MEXICO,GUADALUPE COUNTY,High Wind,50,MG,0,0,0,0,
2024-11-18,NEW MEXICO,GUADALUPE COUNTY,High Wind,58,MG,0,0,0,0,
2024-07-06,NEBRASKA,THAYER,Thunderstorm Wind,59,MG,0,0,0,0,
2024-07-06,NEBRASKA,ADAMS,Thunderstorm Wind,54,EG,0,0,0,0,
2024-08-16,SOUTH CAROLINA,BEAUFORT,Rip Current,0,,0,1,0,0,
2024-08-19,ATLANTIC SOUTH,SAVANNAH GA TO ALTAMAHA SD GA OUT 20NM,Marine Thunderstorm Wind,49,MG,0,0,0,0,
2024-08-20,ATLANTIC SOUTH,SAVANNAH GA TO ALTAMAHA SD GA OUT 20NM,Marine Thunderstorm Wind,45,MG,0,0,0,0,
2024-08-20,ATLANTIC SOUTH,CHARLESTON HARBOR,Marine Thunderstorm Wind,36,MG,0,0,0,0,
2024-08-05,GEORGIA,TATTNALL,Flash Flood,0,,0,0,0,0,
2024-07-06,NEBRASKA,FRANKLIN,Hail,0.75,,0,0,0,0,
2024-07-06,NEBRASKA,FILLMORE,Tornado,0,,0,0,75000,2500000,EF1
2024-05-09,GEORGIA,BANKS,Thunderstorm Wind,52,EG,0,0,2000,0,
2024-06-25,ILLINOIS,COLES,Thunderstorm Wind,50,MG,0,0,0,0,
2024-06-25,ILLINOIS,EDGAR,Hail,1,,0,0,0,0,
2024-05-16,GULF OF MEXICO,COASTAL WATERS FROM CAMERON LA TO HIGH ISLAND TX OUT 20 NM,Marine Thunderstorm Wind,35,MG,0,0,0,0,
2024-05-13,LOUISIANA,CALCASIEU,Thunderstorm Wind,50,EG,0,0,3000,0,
2024-06-25,ILLINOIS,FULTON,Thunderstorm Wind,52,EG,0,0,0,0,
2024-06-25,ILLINOIS,EDGAR,Thunderstorm Wind,61,EG,0,0,0,0,
2024-05-16,LOUISIANA,ALLEN,Thunderstorm Wind,50,EG,0,0,1000,0,
2024-06-25,ILLINOIS,EDGAR,Thunderstorm Wind,61,EG,0,0,0,0,
2024-06-25,ILLINOIS,KNOX,Thunderstorm Wind,52,EG,0,0,0,0,
2024-07-12,MONTANA,VALLEY,Flash Flood,0,,0,0,0,0,
2024-07-12,MONTANA,VALLEY,Hail,1.5,,0,0,0,0,
2024-07-12,MONTANA,ROOSEVELT,Hail,1.75,,0,0,0,0,
2024-07-12,MONTANA,VALLEY,Funnel Cloud,0,,0,0,0,0,
2024-07-13,MONTANA,GARFIELD,Hail,1,,0,0,0,0,
2024-07-13,MONTANA,GARFIELD,Hail,1,,0,0,0,0,
2024-07-16,NEBRASKA,DAWSON,Thunderstorm Wind,52,EG,0,0,0,0,
2024-07-16,NEBRASKA,DAWSON,Thunderstorm Wind,51,MG,0,0,0,0,
2024-08-04,FLORIDA,EASTERN HAMILTON,Tropical Storm,0,,0,0,0,0,
2024-08-04,FLORIDA,COASTAL DUVAL,Tropical Storm,0,,0,0,0,0,
2024-08-04,FLORIDA,GILCHRIST,Tropical Storm,0,,0,0,0,0,
2024-05-27,MISSISSIPPI,HINDS,Thunderstorm Wind,52,EG,0,0,1000,0,
2024-05-13,MISSISSIPPI,FORREST,Thunderstorm Wind,52,EG,1,0,25000,0,
2024-05-27,MISSISSIPPI,NOXUBEE,Thunderstorm Wind,40,EG,0,0,1000,0,
2024-05-23,MISSISSIPPI,RANKIN,Thunderstorm Wind,60,EG,0,0,30000,0,
2024-05-13,MISSISSIPPI,LAWRENCE,Tornado,0,,0,0,100000,0,EF1
2024-05-13,MISSISSIPPI,LAWRENCE,Thunderstorm Wind,78,EG,0,0,150000,0,
2024-06-26,TEXAS,INLAND SAN PATRICIO COUNTY,Heat,0,,0,0,0,0,
2024-06-26,TEXAS,VICTORIA,Heat,0,,0,0,0,0,
2024-06-26,TEXAS,WEBB,Heat,0,,0,0,0,0,
2024-06-29,TEXAS,INLAND KLEBERG COUNTY,Heat,0,,0,0,0,0,
2024-06-01,TEXAS,INLAND SAN PATRICIO COUNTY,Heat,0,,0,0,0,0,
2024-07-03,TEXAS,SMITH,Heat,0,,0,0,0,0,
2024-07-05,LOUISIANA,CADDO,Heat,0,,0,0,0,0,
2024-06-01,TEXAS,BREWSTER,Thunderstorm Wind,87,EG,0,0,50000,0,
2024-06-01,TEXAS,BREWSTER,Flash Flood,0,,0,0,0,0,
2024-06-01,TEXAS,BREWSTER,Thunderstorm Wind,53,MG,0,0,0,0,
2024-06-01,TEXAS,BREWSTER,Flash Flood,0,,0,0,0,0,
2024-05-27,LOUISIANA,TENSAS,Hail,1,,0,0,50000,0,
2024-05-27,LOUISIANA,CONCORDIA,Hail,1,,0,0,50000,0,
2024-05-09,LOUISIANA,RICHLAND,Flash Flood,0,,0,0,1000,0,
2024-06-18,MINNESOTA,ST. LOUIS,Flash Flood,0,,0,0,0,0,
2024-06-18,MINNESOTA,ST. LOUIS,Flash Flood,0,,0,0,0,0,
2024-06-18,MINNESOTA,ST. LOUIS,Flash Flood,0,,0,0,0,0,
2024-06-18,MINNESOTA,ITASCA,Flash Flood,0,,0,0,0,0,
2024-06-18,MINNESOTA,ST. LOUIS,Flash Flood,0,,0,0,0,0,
2024-06-12,MINNESOTA,AITKIN,Hail,1.25,,0,0,0,0,
2024-06-12,MINNESOTA,ST. LOUIS,Hail,1.75,,0,0,0,0,
2024-06-12,MINNESOTA,ITASCA,Hail,0.75,,0,0,0,0,
2024-06-12,MINNESOTA,ITASCA,Hail,1,,0,0,0,0,
2024-06-12,MINNESOTA,ST. LOUIS,Hail,1,,0,0,0,0,
2024-06-12,MINNESOTA,ST. LOUIS,Hail,1,,0,0,0,0,
2024-06-12,MINNESOTA,CROW WING,Hail,1.25,,0,0,0,0,
2024-06-12,MINNESOTA,ST. LOUIS,Hail,0.75,,0,0,0,0,
2024-06-12,MINNESOTA,ST. LOUIS,Hail,0.75,,0,0,0,0,
2024-06-12,MINNESOTA,ST. LOUIS,Hail,0.75,,0,0,0,0,
2024-06-12,MINNESOTA,PINE,Hail,0.75,,0,0,0,0,
2024-06-12,MINNESOTA,PINE,Hail,0.75,,0,0,0,0,
2024-06-12,MINNESOTA,PINE,Hail,1.5,,0,0,0,0,
2024-06-12,MINNESOTA,PINE,Hail,2.5,,0,0,0,0,
2024-06-12,MINNESOTA,PINE,Hail,1.75,,0,0,0,0,
2024-06-12,MINNESOTA,PINE,Hail,2.25,,0,0,0,0,
2024-07-15,TEXAS,FRANKLIN,Heat,0,,0,0,0,0,
2024-07-15,TEXAS,GREGG,Heat,0,,0,0,0,0,
2024-07-15,TEXAS,NACOGDOCHES,Heat,0,,0,0,0,0,
2024-07-15,TEXAS,RUSK,Heat,0,,0,0,0,0,
2024-07-08,LOUISIANA,BOSSIER,Tornado,0,,1,2,706000,0,EF2
2024-07-06,NEBRASKA,DAWSON,Hail,2.5,,0,0,1000000,4000000,
2024-07-29,TEXAS,HARRISON,Heat,0,,0,0,0,0,
2024-07-29,TEXAS,MARION,Heat,0,,0,0,0,0,
2024-07-29,TEXAS,NACOGDOCHES,Heat,0,,0,0,0,0,
2024-07-29,TEXAS,PANOLA,Heat,0,,0,0,0,0,
2024-07-29,TEXAS,SABINE,Heat,0,,0,0,0,0,
2024-07-29,TEXAS,SAN AUGUSTINE,Heat,0,,0,0,0,0,
2024-07-29,TEXAS,SHELBY,Heat,0,,0,0,0,0,
2024-07-30,TEXAS,MORRIS,Heat,0,,0,0,0,0,
2024-07-08,TEXAS,GREGG,Thunderstorm Wind,61,EG,0,0,0,0,
2024-07-08,LOUISIANA,DE SOTO,Tornado,0,,0,0,500000,0,EF1
2024-07-08,LOUISIANA,BOSSIER,Tornado,0,,0,0,0,0,EF0
2024-07-08,TEXAS,HARRISON,Tornado,0,,0,0,50000,0,EF1
2024-07-08,TEXAS,BOWIE,Tornado,0,,0,0,75000,0,EF1
2024-07-08,LOUISIANA,WEBSTER,Tornado,0,,0,0,0,0,EF1
2024-07-03,INDIANA,SPENCER,Heat,0,,0,0,0,0,
2024-07-09,KENTUCKY,UNION,Tornado,0,,0,0,8000,4000,EF1
2024-07-31,ILLINOIS,JACKSON,Excessive Heat,0,,0,0,0,0,
2024-07-31,KANSAS,PHILLIPS,Hail,1.75,,0,0,125000,1000000,
2024-07-31,KANSAS,PHILLIPS,Thunderstorm Wind,53,MG,0,0,125000,1000000,
2024-07-31,INDIANA,PIKE,Heat,0,,0,0,0,0,
2024-07-30,INDIANA,POSEY,Heat,0,,0,0,0,0,
2024-07-03,NEBRASKA,DAWSON,Thunderstorm Wind,52,EG,0,0,10000,0,
2024-07-03,NEBRASKA,SHERMAN,Thunderstorm Wind,52,EG,0,0,2000,0,
2024-07-30,KENTUCKY,TRIGG,Excessive Heat,0,,0,0,0,0,
2024-07-30,KENTUCKY,CHRISTIAN,Excessive Heat,0,,0,0,0,0,
2024-07-30,KENTUCKY,MARSHALL,Excessive Heat,0,,0,0,0,0,
2024-07-29,MISSOURI,MISSISSIPPI,Excessive Heat,0,,0,0,0,0,
2024-07-03,INDIANA,WARRICK,Flash Flood,0,,0,0,0,0,
2024-07-03,MISSOURI,WAYNE,Flash Flood,0,,0,0,0,0,
2024-07-05,MISSOURI,CAPE GIRARDEAU,Flood,0,,0,0,0,0,
2024-07-06,MISSOURI,SCOTT,Flood,0,,0,0,0,0,
2024-07-30,KENTUCKY,LYON,Thunderstorm Wind,52,EG,0,0,1000,0,
2024-07-30,KENTUCKY,CHRISTIAN,Thunderstorm Wind,52,EG,0,0,1000,0,
2024-07-09,KENTUCKY,UNION,Tornado,0,,0,0,20000,5000,EF1
2024-10-29,NEW MEXICO,CHAVES COUNTY PLAINS,Dust Storm,0,,0,0,0,0,
2024-10-29,NEW MEXICO,SOUTHWEST MOUNTAINS,High Wind,52,EG,0,0,0,0,
2024-05-06,TENNESSEE,WILSON,Hail,1.25,,0,0,0,0,
2024-05-07,WISCONSIN,MILWAUKEE,Hail,1,,0,0,0,0,
2024-05-07,WISCONSIN,ROCK,Thunderstorm Wind,50,EG,0,0,1000,0,
2024-05-22,TENNESSEE,MACON,Thunderstorm Wind,52,EG,0,0,10000,0,
2024-05-22,TENNESSEE,SUMNER,Hail,0.75,,0,0,0,0,
2024-07-06,NEBRASKA,KEARNEY,Tornado,0,,0,0,750000,0,EF1
2024-08-08,SOUTH CAROLINA,COLLETON,Thunderstorm Wind,45,EG,0,0,1000,0,
2024-08-08,SOUTH CAROLINA,COLLETON,Thunderstorm Wind,45,EG,0,0,2250,0,
2024-07-06,NEBRASKA,DAWSON,Hail,1.75,,0,0,1000000,2000000,
2024-10-20,NEW MEXICO,SAN MIGUEL,Hail,0.88,,0,0,0,0,
2024-10-20,NEW MEXICO,SANTA FE,Hail,0.75,,0,0,0,0,
2024-10-20,NEW MEXICO,COLFAX,Hail,0.75,,0,0,0,0,
2024-10-20,NEW MEXICO,ROOSEVELT,Thunderstorm Wind,52,EG,0,0,0,0,
2024-10-20,NEW MEXICO,QUAY,Hail,1,,0,0,0,0,
2024-07-06,NEBRASKA,KEARNEY,Thunderstorm Wind,70,EG,0,0,250000,0,
2024-07-06,NEBRASKA,THAYER,Thunderstorm Wind,69,MG,0,0,0,0,
2024-05-26,TENNESSEE,PICKETT,Thunderstorm Wind,52,EG,0,0,15000,0,
2024-05-02,TEXAS,ORANGE,Flash Flood,0,,0,0,0,0,
2024-05-25,GEORGIA,SPALDING,Thunderstorm Wind,39,EG,0,0,1000,0,
2024-05-27,GEORGIA,TAYLOR,Thunderstorm Wind,43,EG,0,0,3000,0,
2024-05-09,GEORGIA,WALKER,Thunderstorm Wind,52,EG,0,0,1000,0,
2024-05-09,GEORGIA,WALKER,Thunderstorm Wind,52,EG,0,0,1000,0,
2024-05-09,GEORGIA,DADE,Thunderstorm Wind,52,EG,0,0,1000,0,
2024-05-09,GEORGIA,BANKS,Thunderstorm Wind,52,EG,0,0,2000,0,
2024-05-09,GEORGIA,BANKS,Thunderstorm Wind,43,EG,0,0,1000,0,
2024-05-09,GEORGIA,FANNIN,Thunderstorm Wind,52,EG,0,0,1000,0,
2024-05-08,GEORGIA,DADE,Thunderstorm Wind,52,EG,0,0,1000,0,
2024-05-08,GEORGIA,DADE,Thunderstorm Wind,52,EG,0,0,1000,0,
2024-05-08,GEORGIA,WALKER,Thunderstorm Wind,52,EG,0,0,5000,0,
2024-05-13,GULF OF MEXICO,ATCHAFALAYA R TO INTRACOASTAL CITY LA 20 TO 60NM,Marine Thunderstorm Wind,44,MG,0,0,0,0,
2024-05-03,GEORGIA,JACKSON,Thunderstorm Wind,43,EG,0,0,1000,0,
2024-05-03,GEORGIA,JACKSON,Thunderstorm Wind,52,EG,0,0,1000,0,
2024-05-07,GEORGIA,CHATTOOGA,Thunderstorm Wind,52,EG,0,0,1000,0,
2024-05-07,GEORGIA,CHATTOOGA,Thunderstorm Wind,52,EG,0,0,1000,0,
2024-06-13,ILLINOIS,TAZEWELL,Thunderstorm Wind,61,EG,0,0,0,0,
2024-06-13,ILLINOIS,MCLEAN,Thunderstorm Wind,70,EG,0,0,0,0,
2024-06-13,ILLINOIS,MCLEAN,Thunderstorm Wind,61,EG,0,0,0,0,
2024-06-13,ILLINOIS,CHAMPAIGN,Thunderstorm Wind,61,EG,0,0,0,0,
2024-06-13,ILLINOIS,MCLEAN,Thunderstorm Wind,62,MG,0,0,0,0,
2024-06-13,ILLINOIS,VERMILION,Thunderstorm Wind,62,MG,0,0,0,0,
2024-06-13,ILLINOIS,TAZEWELL,Hail,0.88,,0,0,0,0,
2024-06-13,ILLINOIS,SANGAMON,Thunderstorm Wind,52,EG,0,0,0,0,
2024-06-25,ILLINOIS,COLES,Thunderstorm Wind,52,EG,0,0,0,0,
2024-08-01,COLORADO,LARIMER COUNTY BELOW 6000 FEET / NW WELD COUNTY,Wildfire,0,,0,0,0,0,
2024-07-05,MONTANA,DAWSON,Thunderstorm Wind,52,EG,0,0,0,0,
2024-07-19,KANSAS,SMITH,Thunderstorm Wind,54,EG,0,0,25000,0,
2024-07-31,KANSAS,PHILLIPS,Hail,1.75,,0,0,100000,1000000,
2024-08-04,FLORIDA,BAKER,Tropical Storm,0,,0,0,0,0,
2024-08-04,FLORIDA,WESTERN MARION,Tropical Storm,0,,0,0,0,0,
2024-07-16,NEBRASKA,PHELPS,Thunderstorm Wind,50,MG,0,0,0,0,
2024-07-19,NEBRASKA,WEBSTER,Thunderstorm Wind,51,MG,0,0,0,0,
2024-07-19,KANSAS,OSBORNE,Thunderstorm Wind,50,MG,0,0,0,0,
2024-05-13,MISSISSIPPI,ADAMS,Thunderstorm Wind,55,EG,0,0,20000,0,
2024-05-13,MISSISSIPPI,SMITH,Thunderstorm Wind,75,EG,0,0,250000,0,
2024-05-13,MISSISSIPPI,JASPER,Thunderstorm Wind,60,EG,0,0,5000,0,
2024-05-13,MISSISSIPPI,JASPER,Thunderstorm Wind,55,EG,0,0,2000,0,
2024-07-05,LOUISIANA,BOSSIER,Heat,0,,0,0,0,0,
2024-07-05,LOUISIANA,WEBSTER,Heat,0,,0,0,0,0,
2024-07-01,OKLAHOMA,MCCURTAIN,Excessive Heat,0,,0,0,0,0,
2024-07-01,ARKANSAS,LITTLE RIVER,Excessive Heat,0,,0,0,0,0,
2024-07-01,ARKANSAS,MILLER,Excessive Heat,0,,0,0,0,0,
2024-07-05,LOUISIANA,RED RIVER,Heat,0,,0,0,0,0,
2024-06-18,MINNESOTA,ST. LOUIS,Flash Flood,0,,0,0,0,0,
2024-06-18,MINNESOTA,ST. LOUIS,Flash Flood,0,,0,0,0,0,
2024-06-18,MINNESOTA,ST. LOUIS,Flash Flood,0,,0,0,0,0,
2024-06-18,MINNESOTA,ST. LOUIS,Flash Flood,0,,0,0,0,0,
2024-06-18,MINNESOTA,ST. LOUIS,Flash Flood,0,,0,0,20000,0,
2024-06-18,MINNESOTA,ST. LOUIS,Flash Flood,0,,0,0,0,0,
2024-06-18,MINNESOTA,LAKE,Flash Flood,0,,0,0,0,0,
2024-07-01,TEXAS,CAMP,Excessive Heat,0,,0,0,0,0,
2024-07-08,LOUISIANA,BOSSIER,Tornado,0,,0,0,10000,0,EF1
2024-07-08,LOUISIANA,BIENVILLE,Tornado,0,,0,0,0,0,EF1
2024-07-30,TEXAS,FRANKLIN,Heat,0,,0,0,0,0,
2024-07-08,TEXAS,RUSK,Tornado,0,,0,0,0,0,EF1
2024-07-08,TEXAS,SHELBY,Tornado,0,,0,0,300000,0,EF1
2024-07-07,TEXAS,ANGELINA,Thunderstorm Wind,56,EG,0,0,0,0,
2024-07-30,INDIANA,VANDERBURGH,Flash Flood,0,,0,0,0,0,
2024-07-30,INDIANA,VANDERBURGH,Thunderstorm Wind,61,EG,0,0,15000,0,
2024-07-08,LOUISIANA,SABINE,Tornado,0,,0,0,0,0,EF2
2024-07-30,INDIANA,WARRICK,Thunderstorm Wind,52,EG,0,1,5000,0,
2024-07-08,LOUISIANA,SABINE,Tornado,0,,0,0,50000,0,EF2
2024-07-09,INDIANA,GIBSON,Tornado,0,,0,0,4000,1000,EF1
2024-07-14,KENTUCKY,HENDERSON,Heat,0,,0,0,0,0,
2024-07-14,KENTUCKY,CALLOWAY,Heat,0,,0,0,0,0,
2024-07-16,ILLINOIS,JEFFERSON,Flash Flood,0,,0,0,0,0,
2024-07-16,ILLINOIS,PERRY,Flash Flood,0,,0,0,0,0,
2024-07-16,NEBRASKA,HARLAN,Thunderstorm Wind,61,EG,0,0,5000,0,
2024-07-16,ILLINOIS,FRANKLIN,Flood,0,,0,0,0,0,
2024-07-16,NEBRASKA,PHELPS,Thunderstorm Wind,65,EG,0,0,50000,3000000,
2024-07-16,NEBRASKA,BUFFALO,Lightning,0,,0,0,125000,0,
2024-07-18,ILLINOIS,ALEXANDER,Flood,0,,0,0,0,0,
2024-07-04,ILLINOIS,FRANKLIN,Heat,0,,0,0,0,0,
2024-07-06,ILLINOIS,ALEXANDER,Flood,0,,0,0,0,0,
2024-07-04,MISSOURI,PERRY,Flood,0,,0,0,0,0,
2024-07-30,ILLINOIS,WILLIAMSON,Thunderstorm Wind,61,EG,0,0,20000,0,
2024-07-15,KENTUCKY,MCCRACKEN,Heat,0,,0,0,0,0,
2024-07-15,KENTUCKY,LYON,Heat,0,,0,0,0,0,
2024-07-15,KENTUCKY,MCLEAN,Heat,0,,0,0,0,0,
2024-07-14,KENTUCKY,FULTON,Heat,0,,0,0,0,0,
2024-07-14,KENTUCKY,GRAVES,Heat,0,,0,0,0,0,
2024-07-14,KENTUCKY,MARSHALL,Heat,0,,0,0,0,0,
2024-05-26,TENNESSEE,WILLIAMSON,Hail,1.75,,0,0,0,0,
2024-11-26,NEW MEXICO,FAR NORTHEAST HIGHLANDS,High Wind,64,MG,0,0,0,0,
2024-08-05,SOUTH CAROLINA,CHARLESTON,Tornado,0,,0,0,0,0,EF1
2024-08-05,SOUTH CAROLINA,CHARLESTON,Tornado,0,,0,0,0,0,EF0
2024-11-06,NEW MEXICO,ESTANCIA VALLEY,Heavy Snow,0,,0,0,0,0,
2024-08-18,GEORGIA,BULLOCH,Thunderstorm Wind,50,EG,0,0,0,0,
2024-08-18,ATLANTIC SOUTH,EDISTO BEACH SC TO SAVANNAH GA OUT 20NM,Marine Thunderstorm Wind,55,MG,0,0,0,0,
2024-08-18,ATLANTIC SOUTH,EDISTO BEACH SC TO SAVANNAH GA OUT 20NM,Marine Thunderstorm Wind,56,MG,0,0,0,0,
2024-08-08,SOUTH CAROLINA,COLLETON,Thunderstorm Wind,45,EG,0,0,1000,0,
2024-08-18,GEORGIA,SCREVEN,Thunderstorm Wind,50,EG,0,0,0,0,
2024-10-20,NEW MEXICO,QUAY,Hail,1.75,,0,0,0,0,
2024-10-20,NEW MEXICO,QUAY,Hail,0.88,,0,0,0,0,
2024-10-20,NEW MEXICO,UNION,Hail,1.5,,0,0,0,0,
2024-10-19,NEW MEXICO,CHAVES,Flash Flood,0,,0,0,500000,0,
2024-10-20,NEW MEXICO,SAN MIGUEL,Flash Flood,0,,0,0,0,0,
2024-10-19,NEW MEXICO,CHAVES,Flash Flood,0,,0,0,0,0,
2024-07-06,NEBRASKA,CLAY,Thunderstorm Wind,61,EG,0,0,25000,0,
2024-07-06,NEBRASKA,PHELPS,Hail,2,,0,0,125000,2000000,
2024-08-05,SOUTH CAROLINA,COLLETON,Tornado,0,,0,0,0,0,EF1
2024-08-05,SOUTH CAROLINA,BEAUFORT,Flash Flood,0,,0,0,0,0,
2024-07-08,TEXAS,PANOLA,Tornado,0,,0,0,300000,0,EF1
2024-12-28,MISSISSIPPI,JEFFERSON,Tornado,0,,0,0,35000,0,EF1
2024-05-27,GEORGIA,HARRIS,Tornado,0,,0,0,0,0,EF1
2024-05-12,TEXAS,JEFFERSON,Hail,1.5,,0,0,0,0,
2024-05-28,TEXAS,JEFFERSON,Thunderstorm Wind,51,MG,0,0,0,0,
2024-05-30,LOUISIANA,VERNON,Thunderstorm Wind,61,EG,0,0,5000,0,
2024-05-30,LOUISIANA,RAPIDES,Thunderstorm Wind,50,EG,0,0,1000,0,
2024-05-09,GEORGIA,LAURENS,Tornado,0,,0,0,0,0,EF0
2024-05-09,GEORGIA,WHEELER,Tornado,0,,0,0,0,0,EF0
2024-05-09,GEORGIA,CHEROKEE,Thunderstorm Wind,52,EG,0,0,1000,0,
