geoid,county_name,state_abbr,year,industry_code,industry_name,annual_avg_employment,total_annual_wages,avg_weekly_wage,num_establishments
48271,Kinney County,TX,2024,00,All Industries,41986,3089704905,1415,2183
48273,Kleberg County,TX,2024,00,All Industries,34966,2376725366,1307,1572
48275,Knox County,TX,2024,00,All Industries,27945,1742538607,1199,1060
48277,Lamar County,TX,2024,00,All Industries,20924,1187218218,1091,647
48279,Lamb County,TX,2024,00,All Industries,13904,710815322,983,332
48281,Lampasas County,TX,2024,00,All Industries,6883,313222055,875,116
48283,La Salle County,TX,2024,00,All Industries,49863,3983562841,1536,2985
48285,Lavaca County,TX,2024,00,All Industries,42842,3182033561,1428,2264
48287,Lee County,TX,2024,00,All Industries,35822,2459439308,1320,1641
48289,Leon County,TX,2024,00,All Industries,28801,1815637150,1212,1118
48291,Liberty County,TX,2024,00,All Industries,21780,1250701362,1104,692
48293,Limestone County,TX,2024,00,All Industries,14760,764683752,996,365
48295,Lipscomb County,TX,2024,00,All Industries,7739,357475086,888,137
48297,Live Oak County,TX,2024,00,All Industries,719,29173365,780,8
48299,Llano County,TX,2024,00,All Industries,43698,3275534528,1442,2346
48301,Loving County,TX,2024,00,All Industries,36677,2543256219,1333,1712
48303,Lubbock County,TX,2024,00,All Industries,29657,1889908004,1225,1176
48305,Lynn County,TX,2024,00,All Industries,22636,1315356817,1117,739
48307,McCulloch County,TX,2024,00,All Industries,15616,819724492,1009,400
48309,McLennan County,TX,2024,00,All Industries,8595,402900428,901,160
48311,McMullen County,TX,2024,00,All Industries,1575,64983993,793,18
48313,Madison County,TX,2024,00,All Industries,44554,3370207807,1455,2431
48315,Marion County,TX,2024,00,All Industries,37533,2628314098,1347,1784
48317,Martin County,TX,2024,00,All Industries,30513,1965351169,1239,1236
48319,Mason County,TX,2024,00,All Industries,23492,1381184583,1131,787
48321,Matagorda County,TX,2024,00,All Industries,16472,875937544,1023,436
48323,Maverick County,TX,2024,00,All Industries,9451,449498080,915,184
48325,Medina County,TX,2024,00,All Industries,2431,101966931,807,30
48327,Menard County,TX,2024,00,All Industries,45410,3466053395,1468,2516
48329,Midland County,TX,2024,00,All Industries,38389,2714544288,1360,1858
48331,Milam County,TX,2024,00,All Industries,31369,2041966645,1252,1298
48333,Mills County,TX,2024,00,All Industries,24348,1448184660,1144,836
48335,Mitchell County,TX,2024,00,All Industries,17328,933322906,1036,474
48337,Montague County,TX,2024,00,All Industries,10307,497268044,928,209
48339,Montgomery County,TX,2024,00,All Industries,3286,140079551,820,44
48341,Moore County,TX,2024,00,All Industries,46266,3563071295,1481,2603
48343,Morris County,TX,2024,00,All Industries,39245,2801946789,1373,1933
48345,Motley County,TX,2024,00,All Industries,32225,2119754431,1265,1361
48347,Nacogdoches County,TX,2024,00,All Industries,25204,1516357047,1157,887
48349,Navarro County,TX,2024,00,All Industries,18184,991880579,1049,512
48351,Newton County,TX,2024,00,All Industries,11163,546210318,941,236
48353,Nolan County,TX,2024,00,All Industries,4142,179406426,833,59
48355,Nueces County,TX,2024,00,All Industries,47122,3661261506,1494,2692
48357,Ochiltree County,TX,2024,00,All Industries,40101,2890521600,1386,2009
48359,Oldham County,TX,2024,00,All Industries,33081,2198714529,1278,1425
48361,Orange County,TX,2024,00,All Industries,26060,1585701745,1170,940
48363,Palo Pinto County,TX,2024,00,All Industries,19040,1051610563,1062,553
48365,Panola County,TX,2024,00,All Industries,12019,596324903,954,265
48367,Parker County,TX,2024,00,All Industries,4998,219905612,846,75
48369,Parmer County,TX,2024,00,All Industries,47978,3760624027,1507,2782
48371,Pecos County,TX,2024,00,All Industries,40957,2980268723,1399,2087
48373,Polk County,TX,2024,00,All Industries,33937,2278846937,1291,1491
48375,Potter County,TX,2024,00,All Industries,26916,1656218755,1183,994
48377,Presidio County,TX,2024,00,All Industries,19896,1112512858,1075,595
48379,Rains County,TX,2024,00,All Industries,12875,647611799,967,295
48381,Randall County,TX,2024,00,All Industries,5854,261577108,859,93
48383,Reagan County,TX,2024,00,All Industries,48834,3861158860,1521,2873
48385,Real County,TX,2024,00,All Industries,41813,3071188156,1413,2166
48387,Red River County,TX,2024,00,All Industries,34793,2360151656,1305,1558
48389,Reeves County,TX,2024,00,All Industries,27772,1727908074,1196,1049
48391,Refugio County,TX,2024,00,All Industries,20751,1174530863,1088,638
48393,Roberts County,TX,2024,00,All Industries,13731,700071005,980,326
48395,Robertson County,TX,2024,00,All Industries,6710,304420916,872,112
48397,Rockwall County,TX,2024,00,All Industries,49690,3962866003,1534,2966
48399,Runnels County,TX,2024,00,All Industries,42669,3163279900,1426,2247
48401,Rusk County,TX,2024,00,All Industries,35649,2442628685,1318,1627
48403,Sabine County,TX,2024,00,All Industries,28628,1800769705,1210,1106
48405,San Augustine County,TX,2024,00,All Industries,21607,1237777094,1102,683
48407,San Jacinto County,TX,2024,00,All Industries,14587,753702523,994,359
48409,San Patricio County,TX,2024,00,All Industries,7566,348437034,886,133
48411,San Saba County,TX,2024,00,All Industries,546,22078352,778,6
48413,Schleicher County,TX,2024,00,All Industries,43525,3256543955,1439,2330
48415,Scurry County,TX,2024,00,All Industries,36505,2526278026,1331,1698
48417,Shackelford County,TX,2024,00,All Industries,29484,1874803647,1223,1164
48419,Shelby County,TX,2024,00,All Industries,22463,1302195637,1115,729
48421,Sherman County,TX,2024,00,All Industries,15443,808506351,1007,393
48423,Smith County,TX,2024,00,All Industries,8422,393625463,899,155
48425,Somervell County,TX,2024,00,All Industries,1402,57652067,791,16
48427,Starr County,TX,2024,00,All Industries,44381,3350980320,1452,2413
48429,Stephens County,TX,2024,00,All Industries,37360,2611029789,1344,1769
48431,Sterling County,TX,2024,00,All Industries,30340,1950009899,1236,1224
48433,Stonewall County,TX,2024,00,All Industries,23319,1367786490,1128,777
48435,Sutton County,TX,2024,00,All Industries,16299,864482490,1020,429
48437,Swisher County,TX,2024,00,All Industries,9278,439986203,912,179
48439,Tarrant County,TX,2024,00,All Industries,2258,94398093,804,28
48441,Taylor County,TX,2024,00,All Industries,45237,3446588997,1465,2499
48443,Terrell County,TX,2024,00,All Industries,38216,2697023067,1357,1843
48445,Terry County,TX,2024,00,All Industries,31196,2026388462,1249,1285
48447,Throckmorton County,TX,2024,00,All Industries,24175,1434549654,1141,826
48449,Titus County,TX,2024,00,All Industries,17155,921630940,1033,466
48451,Tom Green County,TX,2024,00,All Industries,10134,487519254,925,204
48453,Travis County,TX,2024,00,All Industries,3114,132316429,817,41
48455,Trinity County,TX,2024,00,All Industries,46093,3543369984,1478,2585
48457,Tyler County,TX,2024,00,All Industries,39072,2784188655,1370,1917
48459,Upshur County,TX,2024,00,All Industries,32052,2103939336,1262,1348
48461,Upton County,TX,2024,00,All Industries,25031,1502485129,1154,877
48463,Uvalde County,TX,2024,00,All Industries,18011,979951700,1046,504
48465,Val Verde County,TX,2024,00,All Industries,10990,536224616,938,231
48467,Van Zandt County,TX,2024,00,All Industries,3969,171363901,830,55
48469,Victoria County,TX,2024,00,All Industries,46949,3641323282,1492,2674
48471,Walker County,TX,2024,00,All Industries,39928,2872526554,1384,1994
48473,Waller County,TX,2024,00,All Industries,32908,2182662521,1276,1412
48475,Ward County,TX,2024,00,All Industries,25887,1571592915,1167,929
48477,Washington County,TX,2024,00,All Industries,18867,1039444772,1059,545
48479,Webb County,TX,2024,00,All Industries,11846,586102288,951,259
48481,Wharton County,TX,2024,00,All Industries,4825,211626175,843,72
48483,Wheeler County,TX,2024,00,All Industries,47805,3740448891,1505,2763
48485,Wichita County,TX,2024,00,All Industries,40784,2962036764,1397,2071
48487,Wilbarger County,TX,2024,00,All Industries,33764,2262558017,1289,1478
48489,Willacy County,TX,2024,00,All Industries,26743,1641873012,1181,983
48491,Williamson County,TX,2024,00,All Industries,19723,1100110154,1073,586
48493,Wilson County,TX,2024,00,All Industries,12702,637152272,965,288
48495,Winkler County,TX,2024,00,All Industries,5681,253060759,857,89
48497,Wise County,TX,2024,00,All Industries,48661,3840746811,1518,2854
48499,Wood County,TX,2024,00,All Industries,41640,3052719285,1410,2150
48501,Yoakum County,TX,2024,00,All Industries,34620,2343625823,1302,1545
48503,Young County,TX,2024,00,All Industries,27599,1713325419,1194,1038
48505,Zapata County,TX,2024,00,All Industries,20578,1161891385,1086,629
48507,Zavala County,TX,2024,00,All Industries,13558,689374566,978,319
49001,Beaver County,UT,2024,00,All Industries,35370,2248826056,1223,1396
49003,Box Elder County,UT,2024,00,All Industries,26945,1561828621,1115,874
49005,Cache County,UT,2024,00,All Industries,18521,969520930,1007,471
49007,Carbon County,UT,2024,00,All Industries,10096,471792673,899,186
49009,Daggett County,UT,2024,00,All Industries,1671,68701812,791,19
49011,Davis County,UT,2024,00,All Industries,53247,4020027501,1452,2895
49013,Duchesne County,UT,2024,00,All Industries,44822,3132218054,1344,2122
49015,Emery County,UT,2024,00,All Industries,36397,2339046004,1236,1468
49017,Garfield County,UT,2024,00,All Industries,27973,1640569999,1128,932
49019,Grand County,UT,2024,00,All Industries,19548,1036667126,1020,514
49021,Iron County,UT,2024,00,All Industries,11123,527401650,912,214
49023,Juab County,UT,2024,00,All Industries,2698,112773571,804,33
49025,Kane County,UT,2024,00,All Industries,54274,4134728386,1465,2997
49027,Millard County,UT,2024,00,All Industries,45849,3235381720,1357,2210
49029,Morgan County,UT,2024,00,All Industries,37424,2430672452,1249,1541
49031,Piute County,UT,2024,00,All Industries,29000,1720659913,1141,991
49033,Rich County,UT,2024,00,All Industries,20575,1105219821,1033,559
49035,Salt Lake County,UT,2024,00,All Industries,12150,584417126,925,245
49037,San Juan County,UT,2024,00,All Industries,3726,158294312,817,49
49039,Sanpete County,UT,2024,00,All Industries,55301,4250835769,1478,3102
49041,Sevier County,UT,2024,00,All Industries,46876,3339951885,1370,2300
49043,Summit County,UT,2024,00,All Industries,38451,2523705398,1262,1617
49045,Tooele County,UT,2024,00,All Industries,30027,1802156325,1154,1052
49047,Uintah County,UT,2024,00,All Industries,21602,1175179015,1046,605
49049,Utah County,UT,2024,00,All Industries,13177,642839102,938,276
49051,Wasatch County,UT,2024,00,All Industries,4753,205179754,830,66
49053,Washington County,UT,2024,00,All Industries,56328,4368349652,1491,3207
49055,Wayne County,UT,2024,00,All Industries,47903,3445928549,1383,2391
49057,Weber County,UT,2024,00,All Industries,39479,2618211163,1275,1694
50001,Addison County,VT,2024,00,All Industries,26860,1486665644,1064,784
50003,Bennington County,VT,2024,00,All Industries,17031,846989455,956,377
50005,Caledonia County,VT,2024,00,All Industries,7203,317765807,848,109
50007,Chittenden County,VT,2024,00,All Industries,67374,5288811538,1510,3916
50009,Essex County,VT,2024,00,All Industries,57545,4194042615,1402,2941
50011,Franklin County,VT,2024,00,All Industries,47716,3209682116,1294,2103
50013,Grand Isle County,VT,2024,00,All Industries,37887,2335730041,1186,1404
50015,Lamoille County,VT,2024,00,All Industries,28059,1572242424,1078,843
50017,Orange County,VT,2024,00,All Industries,18230,919101581,970,420
50019,Orleans County,VT,2024,00,All Industries,8401,376369162,862,134
50021,Rutland County,VT,2024,00,All Industries,68572,5429809125,1523,4044
50023,Washington County,VT,2024,00,All Industries,58743,4321581164,1415,3052
50025,Windham County,VT,2024,00,All Industries,48914,3323761627,1307,2198
50027,Windsor County,VT,2024,00,All Industries,39086,2436412849,1199,1482
51001,Accomack County,VA,2024,00,All Industries,8897,419202851,906,168
51003,Albemarle County,VA,2024,00,All Industries,1876,77855620,798,22
51005,Alleghany County,VA,2024,00,All Industries,44856,3403870681,1459,2461
51007,Amelia County,VA,2024,00,All Industries,37835,2658587436,1351,1810
51009,Amherst County,VA,2024,00,All Industries,30814,1992170561,1243,1258
51011,Appomattox County,VA,2024,00,All Industries,23794,1404679090,1135,804
51013,Arlington County,VA,2024,00,All Industries,16773,895989337,1027,449
51015,Augusta County,VA,2024,00,All Industries,9753,466213756,919,193
51017,Bath County,VA,2024,00,All Industries,2732,115251126,811,35
51019,Bedford County,VA,2024,00,All Industries,45711,3500052954,1472,2547
51021,Bland County,VA,2024,00,All Industries,38691,2745230879,1364,1884
51023,Botetourt County,VA,2024,00,All Industries,31670,2069198605,1256,1320
51025,Brunswick County,VA,2024,00,All Industries,24650,1472092420,1148,854
51027,Buchanan County,VA,2024,00,All Industries,17629,953787268,1040,487
51029,Buckingham County,VA,2024,00,All Industries,10609,514396972,932,219
51031,Campbell County,VA,2024,00,All Industries,3588,153818943,824,49
51033,Caroline County,VA,2024,00,All Industries,46567,3597483421,1486,2634
51035,Carroll County,VA,2024,00,All Industries,39547,2833046632,1378,1959
51036,Charles City County,VA,2024,00,All Industries,36037,2480398914,1324,1659
51037,Charlotte County,VA,2024,00,All Industries,32526,2147398959,1270,1383
51041,Chesterfield County,VA,2024,00,All Industries,18485,1012757509,1054,527
51043,Clarke County,VA,2024,00,All Industries,11465,563752499,946,246
51045,Craig County,VA,2024,00,All Industries,4444,193559071,838,64
51047,Culpeper County,VA,2024,00,All Industries,47423,3696086200,1499,2723
51049,Cumberland County,VA,2024,00,All Industries,40403,2922034697,1391,2036
51051,Dickenson County,VA,2024,00,All Industries,33382,2226771624,1283,1448
51053,Dinwiddie County,VA,2024,00,All Industries,26362,1610436011,1175,959
51057,Essex County,VA,2024,00,All Industries,12320,614230481,959,275
51059,Fairfax County,VA,2024,00,All Industries,5300,234471510,851,81
51061,Fauquier County,VA,2024,00,All Industries,48279,3795861289,1512,2814
51063,Floyd County,VA,2024,00,All Industries,41259,3012195072,1404,2115
51065,Fluvanna County,VA,2024,00,All Industries,34238,2307316600,1296,1515
51067,Franklin County,VA,2024,00,All Industries,27218,1681366273,1188,1013
51069,Frederick County,VA,2024,00,All Industries,20197,1134214924,1080,610
51071,Giles County,VA,2024,00,All Industries,13176,665929944,972,305
51073,Gloucester County,VA,2024,00,All Industries,6156,276556259,864,99
51075,Goochland County,VA,2024,00,All Industries,49135,3896808690,1525,2906
51077,Grayson County,VA,2024,00,All Industries,42115,3103527758,1417,2195
51079,Greene County,VA,2024,00,All Industries,35094,2389033887,1309,1583
51081,Greensville County,VA,2024,00,All Industries,28074,1753468845,1201,1069
51083,Halifax County,VA,2024,00,All Industries,21053,1196702097,1093,654
51085,Hanover County,VA,2024,00,All Industries,14032,718801719,985,337
51087,Henrico County,VA,2024,00,All Industries,7012,319813319,877,119
51089,Henry County,VA,2024,00,All Industries,49991,3998928401,1538,2999
51091,Highland County,VA,2024,00,All Industries,42971,3196032755,1430,2276
51093,Isle of Wight County,VA,2024,00,All Industries,35950,2471923485,1322,1652
51095,James City County,VA,2024,00,All Industries,28929,1826680585,1214,1126
51097,King and Queen County,VA,2024,00,All Industries,21909,1260361582,1106,699
51099,King George County,VA,2024,00,All Industries,14888,772845804,998,371
51101,King William County,VA,2024,00,All Industries,7868,364242690,890,141
51103,Lancaster County,VA,2024,00,All Industries,847,34454035,782,9
51105,Lee County,VA,2024,00,All Industries,43827,3289710062,1443,2359
51107,Loudoun County,VA,2024,00,All Industries,36806,2555985394,1335,1723
51109,Louisa County,VA,2024,00,All Industries,29785,1901127095,1227,1185
51111,Lunenburg County,VA,2024,00,All Industries,22765,1325193377,1119,746
51113,Madison County,VA,2024,00,All Industries,15744,828062200,1011,405
51115,Mathews County,VA,2024,00,All Industries,8724,409844372,903,163
51117,Mecklenburg County,VA,2024,00,All Industries,1703,70440318,795,20
51119,Middlesex County,VA,2024,00,All Industries,44683,3384559681,1457,2443
51121,Montgomery County,VA,2024,00,All Industries,37662,2641219613,1349,1795
51125,Nelson County,VA,2024,00,All Industries,23621,1391197483,1133,794
51127,New Kent County,VA,2024,00,All Industries,16600,884450907,1025,442
51129,Northampton County,VA,2024,00,All Industries,9580,456618365,917,188
51131,Northumberland County,VA,2024,00,All Industries,2559,107598912,809,32
51133,Nottoway County,VA,2024,00,All Industries,45538,3480505179,1470,2529
51135,Orange County,VA,2024,00,All Industries,38518,2727626143,1362,1869
51137,Page County,VA,2024,00,All Industries,31497,2053537046,1254,1307
51139,Patrick County,VA,2024,00,All Industries,24477,1458373900,1146,844
51141,Pittsylvania County,VA,2024,00,All Industries,17456,942011925,1038,479
51143,Powhatan County,VA,2024,00,All Industries,10436,504564669,930,213
51145,Prince Edward County,VA,2024,00,All Industries,3415,145929817,822,46
51147,Prince George County,VA,2024,00,All Industries,46394,3577698734,1483,2616
51149,Prince William County,VA,2024,00,All Industries,39374,2815204984,1375,1944
51153,Pulaski County,VA,2024,00,All Industries,25333,1526722628,1159,895
51155,Rappahannock County,VA,2024,00,All Industries,18312,1000745254,1051,518
51157,Richmond County,VA,2024,00,All Industries,11292,553683283,943,240
51159,Roanoke County,VA,2024,00,All Industries,4271,185433032,835,61
51161,Rockbridge County,VA,2024,00,All Industries,47250,3676064600,1496,2705
51163,Rockingham County,VA,2024,00,All Industries,40230,2903956136,1388,2021
51165,Russell County,VA,2024,00,All Industries,33209,2210636241,1280,1435
51167,Scott County,VA,2024,00,All Industries,26189,1596243666,1172,948
51169,Shenandoah County,VA,2024,00,All Industries,19168,1060650894,1064,559
51171,Smyth County,VA,2024,00,All Industries,12147,603924490,956,269
51173,Southampton County,VA,2024,00,All Industries,5127,226108558,848,78
51175,Spotsylvania County,VA,2024,00,All Industries,48106,3775602777,1509,2795
51177,Stafford County,VA,2024,00,All Industries,41086,2993879599,1401,2099
51179,Surry County,VA,2024,00,All Industries,34065,2290944305,1293,1501
51181,Sussex County,VA,2024,00,All Industries,27045,1666937016,1185,1002
51183,Tazewell County,VA,2024,00,All Industries,20024,1121728844,1077,601
51185,Warren County,VA,2024,00,All Industries,13003,655387042,969,299
51187,Washington County,VA,2024,00,All Industries,5983,267956395,861,96
51189,Westmoreland County,VA,2024,00,All Industries,48962,3876313265,1522,2887
51191,Wise County,VA,2024,00,All Industries,41942,3084975372,1414,2179
51193,Wythe County,VA,2024,00,All Industries,34921,2372424679,1306,1569
51195,York County,VA,2024,00,All Industries,27901,1738802676,1198,1057
51510,Alexandria city,VA,2024,00,All Industries,22159,1279185118,1110,713
51520,Bristol city,VA,2024,00,All Industries,37057,2580844091,1339,1744
51530,Buena Vista city,VA,2024,00,All Industries,1954,81213981,799,23
51540,Charlottesville city,VA,2024,00,All Industries,16851,901202004,1028,452
51550,Chesapeake city,VA,2024,00,All Industries,31748,2076265576,1258,1325
51560,Colonial Heights city,VA,2024,00,All Industries,46645,3606404697,1487,2642
51570,Covington city,VA,2024,00,All Industries,11542,568255178,947,249
51580,Danville city,VA,2024,00,All Industries,26439,1616781077,1176,963
51590,Emporia city,VA,2024,00,All Industries,41336,3020382525,1405,2122
51595,Fairfax city,VA,2024,00,All Industries,23785,1403978598,1135,804
51600,Falls Church city,VA,2024,00,All Industries,6233,280402369,865,101
51610,Franklin city,VA,2024,00,All Industries,21131,1202447499,1094,658
51620,Fredericksburg city,VA,2024,00,All Industries,36028,2479523192,1324,1658
51630,Galax city,VA,2024,00,All Industries,925,37684317,783,10
51640,Hampton city,VA,2024,00,All Industries,15822,833146787,1013,409
51650,Harrisonburg city,VA,2024,00,All Industries,30719,1983684807,1242,1251
51660,Hopewell city,VA,2024,00,All Industries,45616,3489298376,1471,2537
51670,Lexington city,VA,2024,00,All Industries,10513,508940091,931,216
51678,Lynchburg city,VA,2024,00,All Industries,32431,2138652474,1268,1376
51680,Manassas city,VA,2024,00,All Industries,25410,1532940438,1160,900
51683,Manassas Park city,VA,2024,00,All Industries,14879,772272777,998,370
51690,Martinsville city,VA,2024,00,All Industries,40307,2912016333,1389,2028
51700,Newport News city,VA,2024,00,All Industries,5205,229871576,849,79
51710,Norfolk city,VA,2024,00,All Industries,20102,1127346167,1078,605
51720,Norton city,VA,2024,00,All Industries,34999,2379896307,1308,1575
51730,Petersburg city,VA,2024,00,All Industries,49896,3987521997,1537,2989
51735,Poquoson city,VA,2024,00,All Industries,32344,2130677489,1267,1370
51740,Portsmouth city,VA,2024,00,All Industries,14793,766785584,997,367
51750,Radford city,VA,2024,00,All Industries,29690,1892798051,1226,1178
51760,Richmond city,VA,2024,00,All Industries,44587,3373886067,1455,2434
51770,Roanoke city,VA,2024,00,All Industries,9484,451319018,915,185
51775,Salem city,VA,2024,00,All Industries,41933,3084015132,1414,2178
51790,Staunton city,VA,2024,00,All Industries,39278,2805344155,1374,1936
51800,Suffolk city,VA,2024,00,All Industries,4176,180989809,833,59
51810,Virginia Beach city,VA,2024,00,All Industries,19073,1053938847,1063,555
51820,Waynesboro city,VA,2024,00,All Industries,33970,2281963435,1292,1494
51830,Williamsburg city,VA,2024,00,All Industries,48867,3865063572,1521,2877
51840,Winchester city,VA,2024,00,All Industries,13764,702118394,981,327
53001,Adams County,WA,2024,00,All Industries,53646,3790337274,1359,2592
53003,Asotin County,WA,2024,00,All Industries,43817,2849776553,1251,1810
53005,Benton County,WA,2024,00,All Industries,33988,2019624257,1143,1165
53007,Chelan County,WA,2024,00,All Industries,24159,1299880384,1035,658
53009,Clallam County,WA,2024,00,All Industries,14330,690544936,927,290
53011,Clark County,WA,2024,00,All Industries,4502,191660484,819,59
53013,Columbia County,WA,2024,00,All Industries,64673,4976964713,1480,3634
53015,Cowlitz County,WA,2024,00,All Industries,54844,3912536530,1372,2697
53017,Douglas County,WA,2024,00,All Industries,45015,2958516771,1264,1898
53019,Ferry County,WA,2024,00,All Industries,35186,2114905437,1156,1236
53021,Franklin County,WA,2024,00,All Industries,25357,1381702526,1048,713
53023,Garfield County,WA,2024,00,All Industries,15529,758956913,940,328
53025,Grant County,WA,2024,00,All Industries,5700,246565234,832,80
53027,Grays Harbor County,WA,2024,00,All Industries,65871,5114263695,1493,3758
53029,Island County,WA,2024,00,All Industries,56042,4036376474,1385,2804
53031,Jefferson County,WA,2024,00,All Industries,46213,3068897677,1277,1988
53033,King County,WA,2024,00,All Industries,36385,2211888095,1169,1309
53035,Kitsap County,WA,2024,00,All Industries,26556,1465220530,1061,769
53037,Kittitas County,WA,2024,00,All Industries,16727,828961389,953,367
53039,Klickitat County,WA,2024,00,All Industries,6898,303110672,845,103
53041,Lewis County,WA,2024,00,All Industries,67069,5253203364,1506,3884
53043,Lincoln County,WA,2024,00,All Industries,57241,4161929814,1398,2913
53045,Mason County,WA,2024,00,All Industries,47412,3180986362,1290,2080
53047,Okanogan County,WA,2024,00,All Industries,37583,2310451335,1182,1385
53049,Pacific County,WA,2024,00,All Industries,27754,1550324731,1074,828
53051,Pend Oreille County,WA,2024,00,All Industries,17925,900606552,966,409
53053,Pierce County,WA,2024,00,All Industries,8097,361341423,858,128
53055,San Juan County,WA,2024,00,All Industries,68268,5393862731,1519,4012
53057,Skagit County,WA,2024,00,All Industries,58439,4289051817,1411,3024
53059,Skamania County,WA,2024,00,All Industries,48610,3294649327,1303,2174
53061,Snohomish County,WA,2024,00,All Industries,38781,2410655261,1195,1462
53063,Spokane County,WA,2024,00,All Industries,28952,1637069620,1087,888
53065,Stevens County,WA,2024,00,All Industries,19124,973943330,979,452
53067,Thurston County,WA,2024,00,All Industries,9295,421168920,871,155
53069,Wahkiakum County,WA,2024,00,All Industries,69466,5536084459,1533,4141
53071,Walla Walla County,WA,2024,00,All Industries,59637,4417814507,1425,3137
53073,Whatcom County,WA,2024,00,All Industries,49808,3409952979,1317,2270
53075,Whitman County,WA,2024,00,All Industries,39980,2512562721,1209,1542
53077,Yakima County,WA,2024,00,All Industries,30151,1725512425,1101,951
54001,Barbour County,WV,2024,00,All Industries,28029,1749661379,1200,1066
54003,Berkeley County,WV,2024,00,All Industries,21008,1193397066,1092,651
54005,Boone County,WV,2024,00,All Industries,13988,716050312,984,336
54007,Braxton County,WV,2024,00,All Industries,6967,317513122,876,118
54009,Brooke County,WV,2024,00,All Industries,49947,3993632402,1538,2994
54011,Cabell County,WV,2024,00,All Industries,42926,3191159198,1430,2272
54013,Calhoun County,WV,2024,00,All Industries,35906,2467621087,1322,1648
54015,Clay County,WV,2024,00,All Industries,28885,1822875006,1214,1123
54017,Doddridge County,WV,2024,00,All Industries,21864,1256995293,1106,697
54019,Fayette County,WV,2024,00,All Industries,14844,770033826,998,369
54021,Gilmer County,WV,2024,00,All Industries,7823,361881236,890,139
54023,Grant County,WV,2024,00,All Industries,803,32635658,782,9
54025,Greenbrier County,WV,2024,00,All Industries,43782,3284775248,1443,2355
54027,Hampshire County,WV,2024,00,All Industries,36762,2551622424,1335,1719
54029,Hancock County,WV,2024,00,All Industries,29741,1897260943,1227,1182
54031,Hardy County,WV,2024,00,All Industries,22720,1321765832,1119,743
54033,Harrison County,WV,2024,00,All Industries,15700,825189650,1011,403
54035,Jackson County,WV,2024,00,All Industries,8679,407421661,903,162
54037,Jefferson County,WV,2024,00,All Industries,1659,68561368,795,19
54039,Kanawha County,WV,2024,00,All Industries,44638,3379563610,1456,2439
54041,Lewis County,WV,2024,00,All Industries,37617,2636725977,1348,1791
54043,Lincoln County,WV,2024,00,All Industries,30597,1972819191,1240,1242
54045,Logan County,WV,2024,00,All Industries,23576,1387708681,1132,792
54047,McDowell County,WV,2024,00,All Industries,16556,881517785,1024,440
54049,Marion County,WV,2024,00,All Industries,9535,454134397,916,186
54051,Marshall County,WV,2024,00,All Industries,2515,105659390,808,31
54053,Mason County,WV,2024,00,All Industries,45494,3475524282,1469,2525
54055,Mercer County,WV,2024,00,All Industries,38473,2723071250,1361,1865
54057,Mineral County,WV,2024,00,All Industries,31453,2049549750,1253,1304
54059,Mingo County,WV,2024,00,All Industries,24432,1454823841,1145,841
54061,Monongalia County,WV,2024,00,All Industries,17412,939018230,1037,477
54063,Monroe County,WV,2024,00,All Industries,10391,502019443,929,212
54065,Morgan County,WV,2024,00,All Industries,3371,143929722,821,45
54067,Nicholas County,WV,2024,00,All Industries,46350,3572657266,1482,2612
54069,Ohio County,WV,2024,00,All Industries,39329,2810588835,1374,1940
54071,Pendleton County,WV,2024,00,All Industries,32309,2127452620,1266,1367
54073,Pleasants County,WV,2024,00,All Industries,25288,1523111312,1158,892
54075,Pocahontas County,WV,2024,00,All Industries,18268,997690987,1050,516
54077,Preston County,WV,2024,00,All Industries,11247,551076801,942,239
54079,Putnam County,WV,2024,00,All Industries,4227,183372366,834,60
54081,Raleigh County,WV,2024,00,All Industries,47206,3670962559,1495,2700
54083,Randolph County,WV,2024,00,All Industries,40185,2899278729,1387,2017
54085,Ritchie County,WV,2024,00,All Industries,33165,2206527801,1279,1432
54087,Roane County,WV,2024,00,All Industries,26144,1592571093,1171,945
54089,Summers County,WV,2024,00,All Industries,19124,1057536054,1063,557
54091,Taylor County,WV,2024,00,All Industries,12103,601306469,955,268
54093,Tucker County,WV,2024,00,All Industries,5082,223943254,847,77
54095,Tyler County,WV,2024,00,All Industries,48062,3770440164,1509,2791
54097,Upshur County,WV,2024,00,All Industries,41041,2989140935,1401,2095
54099,Wayne County,WV,2024,00,All Industries,34021,2286775292,1293,1498
54101,Webster County,WV,2024,00,All Industries,27000,1663203186,1185,999
54103,Wetzel County,WV,2024,00,All Industries,19980,1118553432,1077,599
54105,Wirt County,WV,2024,00,All Industries,12959,652708448,969,298
54107,Wood County,WV,2024,00,All Industries,5938,265729834,861,95
54109,Wyoming County,WV,2024,00,All Industries,48918,3871090080,1522,2882
55001,Adams County,WI,2024,00,All Industries,21288,1153637087,1042,591
55003,Ashland County,WI,2024,00,All Industries,12863,624825802,934,267
55005,Barron County,WI,2024,00,All Industries,4438,190651912,826,61
55007,Bayfield County,WI,2024,00,All Industries,56014,4332263250,1487,3175
55009,Brown County,WI,2024,00,All Industries,47589,3413370775,1379,2363
55011,Buffalo County,WI,2024,00,All Industries,39164,2589115696,1271,1670
55013,Burnett County,WI,2024,00,All Industries,30740,1859558508,1163,1095
55015,Calumet County,WI,2024,00,All Industries,22315,1224572606,1055,638
55017,Chippewa County,WI,2024,00,All Industries,13890,684224102,947,300
