geoid,county_name,state_abbr,year,industry_code,industry_name,annual_avg_employment,total_annual_wages,avg_weekly_wage,num_establishments
26157,Tuscola County,MI,2020,31-33,Manufacturing,641,30493879,915,12
26159,Van Buren County,MI,2020,31-33,Manufacturing,94,3943854,807,1
26161,Washtenaw County,MI,2020,31-33,Manufacturing,9938,758661249,1468,551
26163,Wayne County,MI,2020,31-33,Manufacturing,7270,514155967,1360,352
26165,Wexford County,MI,2020,31-33,Manufacturing,5015,326509117,1252,208
27001,Aitkin County,MN,2020,31-33,Manufacturing,7501,580765593,1489,426
27003,Anoka County,MN,2020,31-33,Manufacturing,5538,397676173,1381,276
27005,Becker County,MN,2020,31-33,Manufacturing,3871,256229865,1273,165
27007,Beltrami County,MN,2020,31-33,Manufacturing,2499,151378676,1165,89
27009,Benton County,MN,2020,31-33,Manufacturing,1423,78206996,1057,41
27011,Big Stone County,MN,2020,31-33,Manufacturing,643,31727405,949,14
27013,Blue Earth County,MN,2020,31-33,Manufacturing,158,6908757,841,2
27015,Brown County,MN,2020,31-33,Manufacturing,7761,606210546,1502,447
27017,Carlton County,MN,2020,31-33,Manufacturing,5762,417706898,1394,292
27019,Carver County,MN,2020,31-33,Manufacturing,4058,271386560,1286,177
27021,Cass County,MN,2020,31-33,Manufacturing,2650,162340224,1178,97
27023,Chippewa County,MN,2020,31-33,Manufacturing,1538,85580471,1070,45
27025,Chisago County,MN,2020,31-33,Manufacturing,722,36119881,962,16
27027,Clay County,MN,2020,31-33,Manufacturing,201,8926626,854,3
27029,Clearwater County,MN,2020,31-33,Manufacturing,8025,632326753,1515,469
27031,Cook County,MN,2020,31-33,Manufacturing,5989,438263930,1407,308
27033,Cottonwood County,MN,2020,31-33,Manufacturing,4250,287137164,1299,189
27035,Crow Wing County,MN,2020,31-33,Manufacturing,2806,173818295,1191,105
27037,Dakota County,MN,2020,31-33,Manufacturing,1658,93393084,1083,50
27039,Dodge County,MN,2020,31-33,Manufacturing,806,40874112,975,19
27041,Douglas County,MN,2020,31-33,Manufacturing,249,11228863,867,4
27043,Faribault County,MN,2020,31-33,Manufacturing,8293,659122432,1528,492
27045,Fillmore County,MN,2020,31-33,Manufacturing,6222,459575022,1420,326
27047,Freeborn County,MN,2020,31-33,Manufacturing,4446,303423702,1312,201
27049,Goodhue County,MN,2020,31-33,Manufacturing,2966,185760532,1204,114
27051,Grant County,MN,2020,31-33,Manufacturing,1782,101598095,1096,56
27053,Hennepin County,MN,2020,31-33,Manufacturing,894,45948970,988,22
27055,Houston County,MN,2020,31-33,Manufacturing,301,13779959,880,5
27059,Isanti County,MN,2020,31-33,Manufacturing,6458,481428855,1434,343
27061,Itasca County,MN,2020,31-33,Manufacturing,4647,320323322,1326,215
27063,Jackson County,MN,2020,31-33,Manufacturing,3131,198238466,1218,123
27065,Kanabec County,MN,2020,31-33,Manufacturing,1911,110261417,1110,61
27067,Kandiyohi County,MN,2020,31-33,Manufacturing,986,51352674,1002,25
27069,Kittson County,MN,2020,31-33,Manufacturing,358,16634598,894,6
27071,Koochiching County,MN,2020,31-33,Manufacturing,25,1021222,786,1
27073,Lac qui Parle County,MN,2020,31-33,Manufacturing,6700,504057290,1447,362
27075,Lake County,MN,2020,31-33,Manufacturing,4852,337776680,1339,228
27077,Lake of the Woods County,MN,2020,31-33,Manufacturing,3300,211198369,1231,132
27079,Le Sueur County,MN,2020,31-33,Manufacturing,2044,119334940,1123,67
27081,Lincoln County,MN,2020,31-33,Manufacturing,1083,57146207,1015,28
27083,Lyon County,MN,2020,31-33,Manufacturing,418,19708749,907,8
27085,McLeod County,MN,2020,31-33,Manufacturing,49,2035149,799,1
27087,Mahnomen County,MN,2020,31-33,Manufacturing,6945,527244900,1460,381
27089,Marshall County,MN,2020,31-33,Manufacturing,5061,355791992,1352,242
27091,Martin County,MN,2020,31-33,Manufacturing,3473,224648459,1244,142
27093,Meeker County,MN,2020,31-33,Manufacturing,2181,128826881,1136,74
27095,Mille Lacs County,MN,2020,31-33,Manufacturing,1184,63286388,1028,32
27097,Morrison County,MN,2020,31-33,Manufacturing,484,23152081,920,10
27099,Mower County,MN,2020,31-33,Manufacturing,79,3335255,812,1
27101,Murray County,MN,2020,31-33,Manufacturing,7195,551151054,1473,401
27103,Nicollet County,MN,2020,31-33,Manufacturing,5275,374448463,1365,257
27105,Nobles County,MN,2020,31-33,Manufacturing,3651,238662321,1257,152
27107,Norman County,MN,2020,31-33,Manufacturing,2323,138805209,1149,81
27109,Olmsted County,MN,2020,31-33,Manufacturing,1290,69835572,1041,36
27111,Otter Tail County,MN,2020,31-33,Manufacturing,553,26831361,933,11
27113,Pennington County,MN,2020,31-33,Manufacturing,112,4805156,825,2
27115,Pine County,MN,2020,31-33,Manufacturing,7449,575708735,1486,422
27117,Pipestone County,MN,2020,31-33,Manufacturing,5493,393684692,1378,272
27119,Polk County,MN,2020,31-33,Manufacturing,3833,253184173,1270,163
27121,Pope County,MN,2020,31-33,Manufacturing,2469,149219758,1162,88
27123,Ramsey County,MN,2020,31-33,Manufacturing,1400,76749209,1054,40
27125,Red Lake County,MN,2020,31-33,Manufacturing,627,30851159,946,13
27127,Redwood County,MN,2020,31-33,Manufacturing,150,6538191,838,2
27129,Renville County,MN,2020,31-33,Manufacturing,7708,601004131,1499,443
27131,Rice County,MN,2020,31-33,Manufacturing,5716,413581252,1391,288
27133,Rock County,MN,2020,31-33,Manufacturing,4020,268288970,1283,175
27135,Roseau County,MN,2020,31-33,Manufacturing,2619,160078746,1175,95
27137,St. Louis County,MN,2020,31-33,Manufacturing,1515,84091021,1067,45
27139,Scott County,MN,2020,31-33,Manufacturing,706,35221748,959,16
27141,Sherburne County,MN,2020,31-33,Manufacturing,192,8500358,851,3
27143,Sibley County,MN,2020,31-33,Manufacturing,7971,626968859,1513,465
27145,Stearns County,MN,2020,31-33,Manufacturing,5943,434075374,1405,305
27147,Steele County,MN,2020,31-33,Manufacturing,4211,283919562,1297,186
27149,Stevens County,MN,2020,31-33,Manufacturing,2774,171452197,1189,103
27151,Swift County,MN,2020,31-33,Manufacturing,1633,91758899,1081,49
27153,Todd County,MN,2020,31-33,Manufacturing,788,39852251,973,18
27155,Traverse County,MN,2020,31-33,Manufacturing,239,10744833,865,4
27157,Wabasha County,MN,2020,31-33,Manufacturing,8238,653611135,1526,487
27159,Wadena County,MN,2020,31-33,Manufacturing,6174,455175276,1418,322
27161,Waseca County,MN,2020,31-33,Manufacturing,4406,300084164,1310,199
27163,Washington County,MN,2020,31-33,Manufacturing,2934,183350381,1202,112
27165,Watonwan County,MN,2020,31-33,Manufacturing,1757,99929632,1094,55
27167,Wilkin County,MN,2020,31-33,Manufacturing,876,44902607,986,21
27169,Winona County,MN,2020,31-33,Manufacturing,290,13236244,878,5
27173,Yellow Medicine County,MN,2020,31-33,Manufacturing,6410,476963584,1431,340
28001,Adams County,MS,2020,31-33,Manufacturing,5670,392328458,1331,264
28003,Alcorn County,MS,2020,31-33,Manufacturing,3834,243755249,1223,151
28005,Amite County,MS,2020,31-33,Manufacturing,2353,136381777,1115,76
28007,Attala County,MS,2020,31-33,Manufacturing,1228,64278854,1007,31
28009,Benton County,MS,2020,31-33,Manufacturing,456,21307914,899,8
28011,Bolivar County,MS,2020,31-33,Manufacturing,40,1644457,791,1
28013,Calhoun County,MS,2020,31-33,Manufacturing,8152,615434875,1452,443
28015,Carroll County,MS,2020,31-33,Manufacturing,5918,413540919,1344,280
28017,Chickasaw County,MS,2020,31-33,Manufacturing,4039,259554338,1236,163
28019,Choctaw County,MS,2020,31-33,Manufacturing,2515,147493601,1128,84
28021,Claiborne County,MS,2020,31-33,Manufacturing,1346,71377175,1020,35
28023,Clarke County,MS,2020,31-33,Manufacturing,531,25176113,912,10
28025,Clay County,MS,2020,31-33,Manufacturing,72,3009325,804,1
28027,Coahoma County,MS,2020,31-33,Manufacturing,8448,643566243,1465,467
28029,Copiah County,MS,2020,31-33,Manufacturing,6171,435445838,1357,297
28031,Covington County,MS,2020,31-33,Manufacturing,4249,275958914,1249,175
28033,DeSoto County,MS,2020,31-33,Manufacturing,2682,159123940,1141,92
28035,Forrest County,MS,2020,31-33,Manufacturing,1469,78905668,1033,40
28037,Franklin County,MS,2020,31-33,Manufacturing,612,29435610,925,12
28039,George County,MS,2020,31-33,Manufacturing,109,4630422,817,1
28041,Greene County,MS,2020,31-33,Manufacturing,8750,672564176,1478,491
28043,Grenada County,MS,2020,31-33,Manufacturing,6430,458124733,1370,315
28045,Hancock County,MS,2020,31-33,Manufacturing,4464,292979247,1262,188
28047,Harrison County,MS,2020,31-33,Manufacturing,2854,171283064,1154,100
28049,Hinds County,MS,2020,31-33,Manufacturing,1598,86929005,1046,45
28051,Holmes County,MS,2020,31-33,Manufacturing,697,34001168,938,15
28053,Humphreys County,MS,2020,31-33,Manufacturing,151,6518021,830,2
28055,Issaquena County,MS,2020,31-33,Manufacturing,9057,702363451,1491,516
28057,Itawamba County,MS,2020,31-33,Manufacturing,6694,481517999,1383,334
28059,Jackson County,MS,2020,31-33,Manufacturing,4685,310691925,1275,201
28061,Jasper County,MS,2020,31-33,Manufacturing,3031,183981246,1167,109
28063,Jefferson County,MS,2020,31-33,Manufacturing,1732,95404427,1059,50
28065,Jefferson Davis County,MS,2020,31-33,Manufacturing,788,38979937,951,17
28067,Jones County,MS,2020,31-33,Manufacturing,199,8726242,843,3
28069,Kemper County,MS,2020,31-33,Manufacturing,9370,733052573,1504,542
28071,Lafayette County,MS,2020,31-33,Manufacturing,6963,505635907,1396,354
28073,Lamar County,MS,2020,31-33,Manufacturing,4911,329042273,1288,215
28075,Lauderdale County,MS,2020,31-33,Manufacturing,3214,197290140,1180,118
28077,Lawrence County,MS,2020,31-33,Manufacturing,1872,104397974,1072,56
28079,Leake County,MS,2020,31-33,Manufacturing,884,44334090,964,20
28081,Lee County,MS,2020,31-33,Manufacturing,252,11222876,856,4
28083,Leflore County,MS,2020,31-33,Manufacturing,9688,764564949,1518,568
28085,Lincoln County,MS,2020,31-33,Manufacturing,7237,530488727,1410,374
28087,Lowndes County,MS,2020,31-33,Manufacturing,5142,348040563,1302,229
28089,Madison County,MS,2020,31-33,Manufacturing,3402,211160004,1194,128
28091,Marion County,MS,2020,31-33,Manufacturing,2016,113809065,1086,62
28093,Marshall County,MS,2020,31-33,Manufacturing,986,50124736,978,23
28095,Monroe County,MS,2020,31-33,Manufacturing,310,14018195,870,5
28097,Montgomery County,MS,2020,31-33,Manufacturing,10011,796910851,1531,596
28099,Neshoba County,MS,2020,31-33,Manufacturing,7517,556160719,1423,395
28101,Newton County,MS,2020,31-33,Manufacturing,5379,367765435,1315,245
28103,Noxubee County,MS,2020,31-33,Manufacturing,3595,225601108,1207,138
28105,Oktibbeha County,MS,2020,31-33,Manufacturing,2166,123760194,1099,68
28107,Panola County,MS,2020,31-33,Manufacturing,1092,56261159,991,27
28109,Pearl River County,MS,2020,31-33,Manufacturing,373,17122470,883,6
28113,Pike County,MS,2020,31-33,Manufacturing,7802,582589536,1436,416
28115,Pontotoc County,MS,2020,31-33,Manufacturing,5620,388091105,1328,260
28117,Prentiss County,MS,2020,31-33,Manufacturing,3793,240623725,1220,149
28119,Quitman County,MS,2020,31-33,Manufacturing,2321,134205863,1112,75
28121,Rankin County,MS,2020,31-33,Manufacturing,1204,62855986,1004,30
28123,Scott County,MS,2020,31-33,Manufacturing,442,20592562,896,8
28125,Sharkey County,MS,2020,31-33,Manufacturing,35,1434057,788,1
28127,Simpson County,MS,2020,31-33,Manufacturing,8092,609785449,1449,439
28129,Smith County,MS,2020,31-33,Manufacturing,5867,409165271,1341,277
28131,Stone County,MS,2020,31-33,Manufacturing,3997,256302249,1233,160
28133,Sunflower County,MS,2020,31-33,Manufacturing,2482,145214851,1125,82
28135,Tallahatchie County,MS,2020,31-33,Manufacturing,1321,69868654,1017,34
28137,Tate County,MS,2020,31-33,Manufacturing,516,24393522,909,10
28139,Tippah County,MS,2020,31-33,Manufacturing,65,2707757,801,1
28141,Tishomingo County,MS,2020,31-33,Manufacturing,8388,637834772,1462,462
28143,Tunica County,MS,2020,31-33,Manufacturing,6120,431000258,1354,294
28145,Union County,MS,2020,31-33,Manufacturing,4206,272584198,1246,172
28147,Walthall County,MS,2020,31-33,Manufacturing,2648,156740292,1138,90
28149,Warren County,MS,2020,31-33,Manufacturing,1444,77363008,1030,39
28151,Washington County,MS,2020,31-33,Manufacturing,595,28535622,922,12
28153,Wayne County,MS,2020,31-33,Manufacturing,101,4276599,814,1
28155,Webster County,MS,2020,31-33,Manufacturing,8689,666673105,1476,486
28157,Wilkinson County,MS,2020,31-33,Manufacturing,6377,453466173,1367,312
28159,Winston County,MS,2020,31-33,Manufacturing,4421,289545336,1259,185
28161,Yalobusha County,MS,2020,31-33,Manufacturing,2819,168792458,1151,98
28163,Yazoo County,MS,2020,31-33,Manufacturing,1572,85297116,1043,44
29001,Adair County,MO,2020,31-33,Manufacturing,3617,220500907,1172,131
29003,Andrew County,MO,2020,31-33,Manufacturing,2083,115285533,1064,61
29005,Atchison County,MO,2020,31-33,Manufacturing,962,47839730,956,21
29007,Audrain County,MO,2020,31-33,Manufacturing,255,11248811,848,4
29009,Barry County,MO,2020,31-33,Manufacturing,11073,869192001,1510,644
29011,Barton County,MO,2020,31-33,Manufacturing,8245,600896099,1402,421
29013,Bates County,MO,2020,31-33,Manufacturing,5832,392281302,1294,257
29015,Benton County,MO,2020,31-33,Manufacturing,3833,236293469,1186,142
29017,Bollinger County,MO,2020,31-33,Manufacturing,2248,125956951,1078,68
29019,Boone County,MO,2020,31-33,Manufacturing,1076,54245690,970,25
29021,Buchanan County,MO,2020,31-33,Manufacturing,319,14290481,861,5
29023,Butler County,MO,2020,31-33,Manufacturing,11446,906308979,1523,675
29025,Caldwell County,MO,2020,31-33,Manufacturing,8568,630303390,1415,445
29027,Callaway County,MO,2020,31-33,Manufacturing,6104,414756782,1307,274
29029,Camden County,MO,2020,31-33,Manufacturing,4054,252693507,1199,154
29031,Cape Girardeau County,MO,2020,31-33,Manufacturing,2419,137194633,1091,75
29033,Carroll County,MO,2020,31-33,Manufacturing,1197,61165468,983,29
29035,Carter County,MO,2020,31-33,Manufacturing,389,17692696,875,7
29037,Cass County,MO,2020,31-33,Manufacturing,11825,944415984,1536,708
29039,Cedar County,MO,2020,31-33,Manufacturing,8897,660598535,1428,470
29041,Chariton County,MO,2020,31-33,Manufacturing,6382,438016570,1320,292
29043,Christian County,MO,2020,31-33,Manufacturing,4282,269837325,1212,166
29045,Clark County,MO,2020,31-33,Manufacturing,2596,149010904,1104,82
29047,Clay County,MO,2020,31-33,Manufacturing,1324,68561661,996,33
29049,Clinton County,MO,2020,31-33,Manufacturing,465,21467780,888,8
29051,Cole County,MO,2020,31-33,Manufacturing,21,851567,780,1
29053,Cooper County,MO,2020,31-33,Manufacturing,9232,691793859,1441,495
29055,Crawford County,MO,2020,31-33,Manufacturing,6667,462142311,1333,311
29057,Dade County,MO,2020,31-33,Manufacturing,4516,287675604,1225,179
29059,Dallas County,MO,2020,31-33,Manufacturing,2779,161418091,1117,91
29061,Daviess County,MO,2020,31-33,Manufacturing,1457,76446594,1009,37
29063,DeKalb County,MO,2020,31-33,Manufacturing,548,25674912,901,10
29065,Dent County,MO,2020,31-33,Manufacturing,53,2185485,793,1
29067,Douglas County,MO,2020,31-33,Manufacturing,9573,723901687,1454,522
29069,Dunklin County,MO,2020,31-33,Manufacturing,6957,487008379,1346,330
29071,Franklin County,MO,2020,31-33,Manufacturing,4756,306220667,1238,193
29073,Gasconade County,MO,2020,31-33,Manufacturing,2969,174487288,1130,99
29075,Gentry County,MO,2020,31-33,Manufacturing,1596,84832593,1022,42
29077,Greene County,MO,2020,31-33,Manufacturing,637,30280936,914,12
29079,Grundy County,MO,2020,31-33,Manufacturing,91,3814750,806,1
29081,Harrison County,MO,2020,31-33,Manufacturing,9920,756934345,1467,549
29083,Henry County,MO,2020,31-33,Manufacturing,7254,512766419,1359,351
29085,Hickory County,MO,2020,31-33,Manufacturing,5002,325484842,1251,207
29087,Holt County,MO,2020,31-33,Manufacturing,3165,188173421,1143,109
29089,Howard County,MO,2020,31-33,Manufacturing,1741,93731983,1035,48
29091,Howell County,MO,2020,31-33,Manufacturing,731,35249954,927,15
29093,Iron County,MO,2020,31-33,Manufacturing,136,5794292,819,2
29095,Jackson County,MO,2020,31-33,Manufacturing,10273,790904160,1481,578
29097,Jasper County,MO,2020,31-33,Manufacturing,7557,539359441,1373,372
29099,Jefferson County,MO,2020,31-33,Manufacturing,5255,345546209,1265,222
29101,Johnson County,MO,2020,31-33,Manufacturing,3367,202488815,1157,118
29103,Knox County,MO,2020,31-33,Manufacturing,1892,103157091,1049,53
29105,Laclede County,MO,2020,31-33,Manufacturing,832,40690052,941,18
29107,Lafayette County,MO,2020,31-33,Manufacturing,186,8051912,832,3
29109,Lawrence County,MO,2020,31-33,Manufacturing,10633,825901129,1494,607
29111,Lewis County,MO,2020,31-33,Manufacturing,7866,566799770,1386,394
29113,Lincoln County,MO,2020,31-33,Manufacturing,5513,366286267,1278,237
29115,Linn County,MO,2020,31-33,Manufacturing,3575,217445797,1170,129
29117,Livingston County,MO,2020,31-33,Manufacturing,2050,113175450,1062,59
29119,McDonald County,MO,2020,31-33,Manufacturing,939,46566018,954,21
29121,Macon County,MO,2020,31-33,Manufacturing,243,10685831,846,4
29123,Madison County,MO,2020,31-33,Manufacturing,10998,861782917,1507,637
29125,Maries County,MO,2020,31-33,Manufacturing,8181,595099731,1399,417
29127,Marion County,MO,2020,31-33,Manufacturing,5778,387849539,1291,254
29129,Mercer County,MO,2020,31-33,Manufacturing,3789,233056693,1183,140
29131,Miller County,MO,2020,31-33,Manufacturing,2214,123745547,1075,66
29133,Mississippi County,MO,2020,31-33,Manufacturing,1053,52940454,967,24
29135,Moniteau County,MO,2020,31-33,Manufacturing,306,13665768,859,5
29137,Monroe County,MO,2020,31-33,Manufacturing,11370,898717880,1520,669
29139,Montgomery County,MO,2020,31-33,Manufacturing,8502,624271650,1412,440
29141,Morgan County,MO,2020,31-33,Manufacturing,6049,410182593,1304,271
29143,New Madrid County,MO,2020,31-33,Manufacturing,4009,249333827,1196,151
29145,Newton County,MO,2020,31-33,Manufacturing,2384,134879708,1088,73
29147,Nodaway County,MO,2020,31-33,Manufacturing,1172,59725818,980,28
29149,Oregon County,MO,2020,31-33,Manufacturing,374,16958706,872,6
29151,Osage County,MO,2020,31-33,Manufacturing,11748,936640672,1533,701
29153,Ozark County,MO,2020,31-33,Manufacturing,8830,654401964,1425,465
29155,Pemiscot County,MO,2020,31-33,Manufacturing,6326,433297757,1317,289
29157,Perry County,MO,2020,31-33,Manufacturing,4236,266352404,1209,164
29159,Pettis County,MO,2020,31-33,Manufacturing,2560,146590258,1101,81
29161,Phelps County,MO,2020,31-33,Manufacturing,1298,67035673,993,32
29163,Pike County,MO,2020,31-33,Manufacturing,450,20713002,885,8
29165,Platte County,MO,2020,31-33,Manufacturing,16,646599,777,1
29167,Polk County,MO,2020,31-33,Manufacturing,9163,685355461,1438,490
29169,Pulaski County,MO,2020,31-33,Manufacturing,6609,457207355,1330,307
29171,Putnam County,MO,2020,31-33,Manufacturing,4468,283999677,1222,176
29173,Ralls County,MO,2020,31-33,Manufacturing,2742,158889524,1114,89
29175,Randolph County,MO,2020,31-33,Manufacturing,1429,74779738,1006,36
29177,Ray County,MO,2020,31-33,Manufacturing,531,24804951,898,10
29179,Reynolds County,MO,2020,31-33,Manufacturing,46,1890471,790,1
29181,Ripley County,MO,2020,31-33,Manufacturing,9503,717293374,1452,516
29183,St. Charles County,MO,2020,31-33,Manufacturing,6898,481923714,1344,326
29185,St. Clair County,MO,2020,31-33,Manufacturing,4707,302414415,1236,190
29186,Ste. Genevieve County,MO,2020,31-33,Manufacturing,3767,231442871,1182,139
29187,St. Francois County,MO,2020,31-33,Manufacturing,2930,171789831,1128,98
29189,St. Louis County,MO,2020,31-33,Manufacturing,1567,83074315,1020,41
29197,Stoddard County,MO,2020,31-33,Manufacturing,7194,507529707,1357,347
29199,Stone County,MO,2020,31-33,Manufacturing,4952,321546063,1249,204
29201,Sullivan County,MO,2020,31-33,Manufacturing,3125,185362820,1141,107
29203,Taney County,MO,2020,31-33,Manufacturing,1711,91880084,1033,46
29205,Texas County,MO,2020,31-33,Manufacturing,712,34235222,925,14
29207,Vernon County,MO,2020,31-33,Manufacturing,126,5350806,817,2
29209,Warren County,MO,2020,31-33,Manufacturing,10201,783949418,1478,572
29211,Washington County,MO,2020,31-33,Manufacturing,7495,533897248,1370,368
29213,Wayne County,MO,2020,31-33,Manufacturing,5203,341406949,1262,219
29215,Webster County,MO,2020,31-33,Manufacturing,3325,199502871,1154,116
29217,Worth County,MO,2020,31-33,Manufacturing,1861,101209370,1046,52
29219,Wright County,MO,2020,31-33,Manufacturing,811,39550798,938,17
30001,Beaverhead County,MT,2020,31-33,Manufacturing,1078,56844036,1014,28
30003,Big Horn County,MT,2020,31-33,Manufacturing,415,19552540,906,8
30005,Blaine County,MT,2020,31-33,Manufacturing,48,1991908,798,1
30007,Broadwater County,MT,2020,31-33,Manufacturing,6932,526011448,1459,380
30009,Carbon County,MT,2020,31-33,Manufacturing,5050,354839087,1351,242
30011,Carter County,MT,2020,31-33,Manufacturing,3464,223943107,1243,141
30013,Cascade County,MT,2020,31-33,Manufacturing,2174,128336090,1135,73
30015,Chouteau County,MT,2020,31-33,Manufacturing,1179,62977202,1027,32
30017,Custer County,MT,2020,31-33,Manufacturing,480,22943671,919,9
30019,Daniels County,MT,2020,31-33,Manufacturing,77,3248080,811,1
30021,Dawson County,MT,2020,31-33,Manufacturing,7182,549899809,1472,400
30023,Deer Lodge County,MT,2020,31-33,Manufacturing,5264,373480414,1364,256
30025,Fallon County,MT,2020,31-33,Manufacturing,3642,237944476,1256,152
30027,Fergus County,MT,2020,31-33,Manufacturing,2315,138244858,1148,80
30029,Flathead County,MT,2020,31-33,Manufacturing,1285,69519192,1040,35
30031,Gallatin County,MT,2020,31-33,Manufacturing,550,26666242,932,11
30033,Garfield County,MT,2020,31-33,Manufacturing,110,4715437,824,1
30035,Glacier County,MT,2020,31-33,Manufacturing,7436,574439555,1486,421
30037,Golden Valley County,MT,2020,31-33,Manufacturing,5482,392701358,1378,272
30039,Granite County,MT,2020,31-33,Manufacturing,3824,252453692,1270,163
30041,Hill County,MT,2020,31-33,Manufacturing,2461,148648737,1162,87
30043,Jefferson County,MT,2020,31-33,Manufacturing,1394,76370708,1054,40
30045,Judith Basin County,MT,2020,31-33,Manufacturing,623,30632185,946,13
30047,Lake County,MT,2020,31-33,Manufacturing,148,6445751,838,2
30049,Lewis and Clark County,MT,2020,31-33,Manufacturing,7694,599638902,1499,442
30051,Liberty County,MT,2020,31-33,Manufacturing,5704,412510135,1391,287
30053,Lincoln County,MT,2020,31-33,Manufacturing,4010,267478974,1283,174
30055,McCone County,MT,2020,31-33,Manufacturing,2611,159496912,1175,95
30057,Madison County,MT,2020,31-33,Manufacturing,1509,83704321,1067,44
30059,Meagher County,MT,2020,31-33,Manufacturing,701,34947372,959,16
30061,Mineral County,MT,2020,31-33,Manufacturing,190,8405056,851,3
30063,Missoula County,MT,2020,31-33,Manufacturing,7957,625584690,1512,464
30065,Musselshell County,MT,2020,31-33,Manufacturing,5931,432987968,1404,304
30067,Park County,MT,2020,31-33,Manufacturing,4201,283095925,1296,186
30069,Petroleum County,MT,2020,31-33,Manufacturing,2766,170859372,1188,103
30071,Phillips County,MT,2020,31-33,Manufacturing,1627,91363895,1080,49
30073,Pondera County,MT,2020,31-33,Manufacturing,784,39622073,972,18
30075,Powder River County,MT,2020,31-33,Manufacturing,237,10646489,864,4
30077,Powell County,MT,2020,31-33,Manufacturing,8224,652207884,1525,486
30079,Prairie County,MT,2020,31-33,Manufacturing,6162,454071437,1417,321
30081,Ravalli County,MT,2020,31-33,Manufacturing,4396,299246745,1309,198
30083,Richland County,MT,2020,31-33,Manufacturing,2925,182683932,1201,111
30085,Roosevelt County,MT,2020,31-33,Manufacturing,1750,99469269,1093,54
30087,Rosebud County,MT,2020,31-33,Manufacturing,871,44615337,985,21
30089,Sanders County,MT,2020,31-33,Manufacturing,288,13134717,877,5
30091,Sheridan County,MT,2020,31-33,Manufacturing,8496,679596692,1538,510
30093,Silver Bow County,MT,2020,31-33,Manufacturing,6398,475843135,1430,339
30095,Stillwater County,MT,2020,31-33,Manufacturing,4595,315939651,1322,211
30097,Sweet Grass County,MT,2020,31-33,Manufacturing,3089,195041951,1214,120
30099,Teton County,MT,2020,31-33,Manufacturing,1878,108030717,1106,60
30101,Toole County,MT,2020,31-33,Manufacturing,962,49935381,998,24
30103,Treasure County,MT,2020,31-33,Manufacturing,343,15877956,890,6
30105,Valley County,MT,2020,31-33,Manufacturing,19,772824,782,1
30107,Wheatland County,MT,2020,31-33,Manufacturing,6638,498238274,1443,357
30109,Wibaux County,MT,2020,31-33,Manufacturing,4799,333252302,1335,225
30111,Yellowstone County,MT,2020,31-33,Manufacturing,3257,207879873,1227,130
31001,Adams County,NE,2020,31-33,Manufacturing,249,11080415,856,4
31003,Antelope County,NE,2020,31-33,Manufacturing,9671,762879392,1517,567
31005,Arthur County,NE,2020,31-33,Manufacturing,7223,529205617,1409,373
31007,Banner County,NE,2020,31-33,Manufacturing,5130,347045890,1301,229
31009,Blaine County,NE,2020,31-33,Manufacturing,3392,210418677,1193,127
31011,Boone County,NE,2020,31-33,Manufacturing,2009,113342447,1085,61
31013,Box Butte County,NE,2020,31-33,Manufacturing,980,49784865,977,23
31015,Boyd County,NE,2020,31-33,Manufacturing,307,13871617,869,5
31017,Brown County,NE,2020,31-33,Manufacturing,9994,795202166,1530,594
31019,Buffalo County,NE,2020,31-33,Manufacturing,7502,554784113,1422,393
31021,Burt County,NE,2020,31-33,Manufacturing,5366,366685781,1314,244
31023,Butler County,NE,2020,31-33,Manufacturing,3585,224846071,1206,138
31025,Cass County,NE,2020,31-33,Manufacturing,2158,123226346,1098,68
31027,Cedar County,NE,2020,31-33,Manufacturing,1087,55964895,990,26
31029,Chase County,NE,2020,31-33,Manufacturing,370,16971597,882,6
31033,Cheyenne County,NE,2020,31-33,Manufacturing,7787,581192523,1435,415
31035,Clay County,NE,2020,31-33,Manufacturing,5608,387062999,1327,260
31037,Colfax County,NE,2020,31-33,Manufacturing,3783,239854798,1219,148
31039,Cuming County,NE,2020,31-33,Manufacturing,2313,133661025,1111,75
31041,Custer County,NE,2020,31-33,Manufacturing,1198,62500145,1003,30
31043,Dakota County,NE,2020,31-33,Manufacturing,438,20390627,895,8
31045,Dawes County,NE,2020,31-33,Manufacturing,33,1350937,787,1
31047,Dawson County,NE,2020,31-33,Manufacturing,8077,608367851,1448,437
31049,Deuel County,NE,2020,31-33,Manufacturing,5854,408050459,1340,276
31051,Dixon County,NE,2020,31-33,Manufacturing,3986,255455132,1232,160
31053,Dodge County,NE,2020,31-33,Manufacturing,2473,144600337,1124,82
31055,Douglas County,NE,2020,31-33,Manufacturing,1315,69504543,1016,34
31057,Dundy County,NE,2020,31-33,Manufacturing,512,24186216,908,10
31059,Fillmore County,NE,2020,31-33,Manufacturing,63,2622201,800,1
31061,Franklin County,NE,2020,31-33,Manufacturing,8373,636396376,1462,461
31063,Frontier County,NE,2020,31-33,Manufacturing,6106,429797157,1354,293
31065,Furnas County,NE,2020,31-33,Manufacturing,4195,271722115,1246,172
31067,Gage County,NE,2020,31-33,Manufacturing,2639,156113712,1138,90
31069,Garden County,NE,2020,31-33,Manufacturing,1437,76936875,1030,39
31071,Garfield County,NE,2020,31-33,Manufacturing,591,28322767,922,12
31073,Gosper County,NE,2020,31-33,Manufacturing,99,4188393,814,1
